dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Vehicle,89011,9,1.0,846,4,94.0,0.4444444444444444,211.5,0.9128440366972476,0.5555555555555556,0.162920722363816,0.021102937896694,0.372329548150365,1.1769433807007137,-0.0549953975045317,"[0.9029311537742615, 0.8155468106269836, 0.9357758164405823, 0.9032154083251953, 0.8648413419723511]","[1.0494729280471802, 1.0293691158294678, 1.029599905014038, 1.091596007347107, 1.0464073419570923]","[0.8168862462043762, 0.8290327787399292, 0.8701809644699097, 0.8234654664993286, 0.830491840839386]","[0.9983468651771545, 1.037449598312378, 1.0372254848480225, 1.0338108539581299, 1.0145933628082275]","[0.9813258051872253, 0.9390255808830261, 0.9563368558883667, 0.9412678480148315, 0.9255861043930054]","[1.0237667560577393, 1.004244327545166, 1.0203518867492676, 1.0352070331573486, 1.0528504848480225]","[0.8901522755622864, 0.8065675497055054, 0.8575919270515442, 0.8741084337234497, 0.87226402759552]","[1.058590054512024, 1.0396312475204468, 1.04647696018219, 1.012203335762024, 1.05086088180542]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.386156439781189, 1.38616943359375, 1.3862296342849731, 1.3862736225128174, 1.386088490486145]","[1.1026906967163086, 1.0348315238952637, 1.3858728408813477, 1.1106376647949219, 1.2130038738250732]","[1.159554362297058, 1.0756511688232422, 1.3855959177017212, 1.136782169342041, 1.2405234575271606]","[1.3862496614456177, 1.386201024055481, 1.3862353563308716, 1.385945439338684, 1.3861262798309326]","[1.3863452672958374, 1.3862406015396118, 1.3861981630325317, 1.3863080739974976, 1.3861950635910034]","[0.8698042035102844, 0.8179172873497009, 0.838118314743042, 0.8579700589179993, 0.8448498249053955]","[1.00497305393219, 1.0098563432693481, 1.0024899244308472, 1.0388351678848267, 1.0472348928451538]","[1.4973721504211426, 1.4922821521759033, 1.488585352897644, 1.0193897485733032, 1.5107665061950684]","[1.4848448038101196, 1.4966095685958862, 1.4848448038101196, 1.044993281364441, 1.5083742141723633]",SMOTE,weight_normalisation
Vehicle,1858,18,1.0,174,4,9.666666666666666,0.2222222222222222,43.5,0.9111111111111112,0.3888888888888889,0.2216403711574454,0.0009459897337085,0.4468679632801882,1.2481224363158183,-0.6526999379897004,"[1.0372871160507202, 0.9756702184677124, 0.9860143065452576, 0.9243072271347046, 0.9575907588005066]","[1.1228229999542236, 1.1533598899841309, 1.1465837955474854, 1.0890920162200928, 1.0947117805480957]","[0.789056122303009, 0.7531433701515198, 0.7709609270095825, 0.8189138174057007, 0.822778046131134]","[1.058647871017456, 1.0124009847640991, 0.9456009864807129, 1.0488191843032837, 1.0977520942687988]","[1.1719534397125244, 1.257408618927002, 1.3769056797027588, 1.2090781927108765, 1.1936345100402832]","[1.2819194793701172, 1.315372109413147, 1.3765696287155151, 1.28206467628479, 1.2359800338745117]","[0.8872161507606506, 1.3022246360778809, 0.9226221442222595, 0.9599474668502808, 0.9009119868278503]","[1.1482957601547241, 1.3435721397399902, 1.0679113864898682, 1.1139733791351318, 1.059426188468933]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3864638805389404, 1.3862590789794922, 1.3860969543457031, 1.3860946893692017, 1.3861955404281616]","[1.3839560747146606, 1.38302481174469, 1.3848973512649536, 1.3812220096588135, 1.3822596073150635]","[1.3890578746795654, 1.3885024785995483, 1.385886311531067, 1.3856608867645264, 1.3874303102493286]","[1.3859500885009766, 1.3858213424682617, 1.3860857486724854, 1.385556697845459, 1.3856933116912842]","[1.3868132829666138, 1.3867697715759277, 1.3862470388412476, 1.3863434791564941, 1.386589527130127]","[0.9309546947479248, 0.9389057755470276, 0.879141628742218, 1.1481337547302246, 0.9380714297294617]","[1.1144036054611206, 1.081242561340332, 1.061708927154541, 1.2513726949691772, 1.1052720546722412]","[1.5184431076049805, 1.4733980894088745, 1.500425100326538, 1.4733980894088745, 0.9882069230079651]","[1.4865256547927856, 1.4865256547927856, 1.4865256547927856, 1.4865256547927856, 1.1443718671798706]",SMOTE,batch_normalisation
Vehicle,73440,18,1.0,285,4,15.833333333333334,0.2222222222222222,71.25,0.9054054054054054,0.4444444444444444,0.1964073384058494,0.0339706655909588,0.3437220239336074,1.2170225444041691,-0.6080763398683501,"[1.137060284614563, 1.1460351943969727, 0.9591282606124878, 0.9981675744056702, 0.9740143418312073]","[1.199336051940918, 1.1768447160720825, 1.0519148111343384, 1.086775302886963, 1.0703763961791992]","[0.9226752519607544, 0.8564953207969666, 0.8086655139923096, 0.8389472365379333, 0.8257578015327454]","[1.0368032455444336, 0.9960977435112, 1.0251951217651367, 0.9587599039077759, 1.070399522781372]","[1.3029357194900513, 1.3650896549224854, 1.3826708793640137, 1.20412015914917, 1.2599036693572998]","[1.3491591215133667, 1.3764132261276245, 1.3834376335144043, 1.2595231533050537, 1.3268804550170898]","[0.8206750154495239, 0.7822335958480835, 0.899623453617096, 1.1927587985992432, 0.8257282376289368]","[1.135584831237793, 1.0802172422409058, 1.1238632202148438, 1.3228636980056763, 0.9762077331542969]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3865578174591064, 1.3863718509674072, 1.3862072229385376, 1.3861474990844727, 1.3862541913986206]","[1.3859964609146118, 1.3811324834823608, 1.384347677230835, 1.386014699935913, 1.3843724727630615]","[1.387050986289978, 1.3848363161087036, 1.3853645324707031, 1.386836051940918, 1.3869085311889648]","[1.3862504959106445, 1.3855409622192383, 1.3860005140304565, 1.3862533569335938, 1.3860080242156982]","[1.3864247798919678, 1.3861949443817139, 1.386172890663147, 1.3863788843154907, 1.3864212036132812]","[1.0743767023086548, 1.1413449048995972, 0.9544498324394226, 0.96146559715271, 0.9495239853858948]","[1.144690752029419, 1.1807944774627686, 1.0327330827713013, 1.0220837593078613, 1.0632578134536743]","[1.4909212589263916, 1.4689432382583618, 1.4689432382583618, 1.4923021793365479, 1.51416015625]","[1.4805104732513428, 1.4805104732513428, 1.4805104732513428, 1.4805104732513428, 1.5155982971191406]",SMOTE,batch_normalisation
Vehicle,30716,18,1.0,459,4,25.5,0.2222222222222222,114.75,0.9152542372881356,0.5,0.2068012855174998,0.0594059812179703,0.3928476788499839,1.2297381807133434,-0.6277548850124607,"[0.7608270049095154, 0.8179215788841248, 0.9474612474441528, 0.8573695421218872, 0.8034648299217224]","[0.8873169422149658, 0.9331343173980713, 0.9635212421417236, 0.972899854183197, 0.9281624555587769]","[0.7917280793190002, 0.9638875722885132, 0.7776361703872681, 0.7890028953552246, 0.7710587382316589]","[0.9387362003326416, 1.0148375034332275, 0.8988882303237915, 0.9379992485046387, 0.8927561044692993]","[0.9538800716400146, 1.006508231163025, 1.0018316507339478, 0.9776596426963806, 1.0403162240982056]","[1.0122883319854736, 1.0116209983825684, 0.9862326383590698, 1.057621955871582, 1.084760069847107]","[0.8380434513092041, 0.9029501080513, 1.023752212524414, 1.4851641654968262, 1.4783437252044678]","[1.0145453214645386, 0.9723601937294006, 1.116151213645935, 1.4936676025390625, 1.4827804565429688]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3860212564468384, 1.3860912322998047, 1.3861247301101685, 1.3865591287612915, 1.386404037475586]","[1.3857771158218384, 1.3855946063995361, 1.385684609413147, 1.3838257789611816, 1.3855372667312622]","[1.3858143091201782, 1.3862940073013306, 1.385154366493225, 1.3857941627502441, 1.3853702545166016]","[1.3862274885177612, 1.386196255683899, 1.3862111568450928, 1.3859516382217407, 1.3861974477767944]","[1.3862574100494385, 1.386278748512268, 1.3861069679260254, 1.3862767219543457, 1.3861721754074097]","[0.7641212940216064, 0.8651427626609802, 0.9002721905708313, 0.8664214611053467, 0.8034322261810303]","[0.9083228707313538, 0.9594389796257019, 1.0515005588531494, 0.9753694534301758, 0.929474413394928]","[1.4979345798492432, 1.501347541809082, 1.5055731534957886, 1.4715595245361328, 1.5055731534957886]","[1.48279869556427, 1.48279869556427, 1.5154074430465698, 1.48279869556427, 1.5154074430465698]",SMOTE,batch_normalisation
Vehicle,88550,18,1.0,494,4,27.444444444444443,0.2222222222222222,123.5,0.9133858267716536,0.5555555555555556,0.2099398878639097,0.0036620179283048,0.4328659136013513,1.2336039031621957,-0.6333281700001139,"[0.7894946336746216, 0.8431088328361511, 0.8254655599594116, 0.8192718029022217, 0.8328210711479187]","[0.9605265259742737, 0.9496882557868958, 0.9772186875343323, 1.017985224723816, 0.9387056231498718]","[0.7750256657600403, 0.7626229524612427, 0.7924478054046631, 0.8863721489906311, 0.8502877354621887]","[0.9806364178657532, 0.9438063502311707, 0.9695385098457336, 0.9536253213882446, 1.0257773399353027]","[0.9955111145973206, 0.9696049094200134, 1.0159087181091309, 0.9933485388755798, 1.0020183324813843]","[1.0297960042953491, 1.0325409173965454, 1.0595091581344604, 1.041243553161621, 1.0297902822494507]","[0.8228327035903931, 0.8481420278549194, 0.8481578826904297, 0.8728839755058289, 0.8786731362342834]","[0.9867767095565796, 0.988350510597229, 1.0028048753738403, 1.0406776666641235, 1.0599976778030396]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.386483907699585, 1.386556625366211, 1.3863284587860107, 1.386218786239624, 1.3864690065383911]","[1.3852978944778442, 1.3843555450439453, 1.3857800960540771, 1.3848767280578613, 1.3859015703201294]","[1.385879397392273, 1.3855485916137695, 1.3857194185256958, 1.3855684995651245, 1.3866394758224487]","[1.3861522674560547, 1.3860251903533936, 1.3862229585647583, 1.386099934577942, 1.3862401247024536]","[1.3862354755401611, 1.386230707168579, 1.3862038850784302, 1.3862284421920776, 1.3863321542739868]","[0.7874473333358765, 1.0507967472076416, 0.8151921629905701, 0.8830779194831848, 0.8345999717712402]","[0.9427609443664551, 1.1355688571929932, 0.9627549648284912, 0.9855912327766418, 0.9959827661514282]","[1.5031620264053345, 1.4810101985931396, 1.4841747283935547, 1.4873392581939697, 1.4841747283935547]","[1.4911431074142456, 1.4810421466827393, 1.4810421466827393, 1.4810421466827393, 1.4911431074142456]",SMOTE,baseline
Vehicle,26491,18,1.0,604,4,33.55555555555556,0.2222222222222222,151.0,0.9102564102564102,0.6111111111111112,0.2030472429889922,0.0442620930822181,0.4196346014741783,1.2251303456997724,-0.6208822395910241,"[0.7983973026275635, 0.8360344171524048, 0.7798656821250916, 0.819677472114563, 0.8074987530708313]","[0.9270423054695129, 0.9790878295898438, 0.9374145865440369, 0.9774889349937439, 0.9440045952796936]","[0.7963501214981079, 0.7831555008888245, 0.8005335927009583, 0.7921611070632935, 0.7898293733596802]","[0.9134455919265747, 0.9329341650009155, 0.961542010307312, 0.9387668371200562, 0.910727858543396]","[0.9742202162742615, 0.9723811149597168, 0.9914703965187073, 0.9223551154136658, 0.916002631187439]","[1.0197441577911377, 1.0376259088516235, 1.0076504945755005, 0.9814149141311646, 0.962687075138092]","[0.8317871689796448, 0.8185920119285583, 0.824013352394104, 0.8134998679161072, 0.8186525702476501]","[0.9633824825286865, 0.9682700634002686, 0.9833831191062927, 0.984965980052948, 0.9505512714385986]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3862333297729492, 1.386353611946106, 1.386209487915039, 1.386339545249939, 1.3862853050231934]","[1.386120080947876, 1.3845144510269165, 1.3846583366394043, 1.385288119316101, 1.3858577013015747]","[1.38600492477417, 1.3866788148880005, 1.386342167854309, 1.386051058769226, 1.3859347105026245]","[1.3862690925598145, 1.3860456943511963, 1.3860622644424438, 1.386151909828186, 1.3862313032150269]","[1.3862522840499878, 1.3863577842712402, 1.386317491531372, 1.3862577676773071, 1.386243224143982]","[0.8499387502670288, 0.7915303707122803, 0.8533381223678589, 0.8480854630470276, 0.8425703048706055]","[0.9462929964065552, 0.9718771576881409, 0.9654024243354797, 1.0204631090164185, 0.9612551331520081]","[1.4949637651443481, 1.4923731088638306, 1.5156891345977783, 1.4826865196228027, 1.5033583641052246]","[1.4957345724105835, 1.487470030784607, 1.5039989948272705, 1.487470030784607, 1.5039989948272705]",SMOTE,batch_normalisation
Vehicle,88985,18,1.0,841,4,46.72222222222222,0.2222222222222222,210.25,0.9166666666666666,0.5555555555555556,0.2058513016323003,0.0099886719771702,0.4110864868394597,1.2285705039835055,-0.6260313922669349,"[0.7779567241668701, 0.8165098428726196, 0.7733826041221619, 0.7991634607315063, 0.7837469577789307]","[0.8720358610153198, 0.9137958288192749, 0.9064257144927979, 0.9441766738891602, 0.8949819803237915]","[0.7861086130142212, 0.7871241569519043, 0.8091753721237183, 0.8210789561271667, 0.7685098052024841]","[0.8772857785224915, 0.9394814968109131, 0.9130550622940063, 0.9306475520133972, 0.901032030582428]","[0.8907336592674255, 0.9050092101097107, 0.8724045157432556, 0.9336997866630554, 0.9121080636978149]","[0.9524432420730591, 0.9663671255111694, 0.9532589316368103, 1.0086437463760376, 0.9743948578834534]","[0.8717556595802307, 0.7884047627449036, 0.8574169874191284, 0.8250826597213745, 0.8425501585006714]","[0.9522982239723206, 0.9203479886054993, 0.9134734869003296, 0.9454962611198425, 0.9516614079475403]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3863002061843872, 1.3862638473510742, 1.3860701322555542, 1.3865629434585571, 1.3862884044647217]","[1.3851615190505981, 1.382116436958313, 1.383746862411499, 1.3845751285552979, 1.3521533012390137]","[1.385899543762207, 1.3879809379577637, 1.3877969980239868, 1.3869738578796387, 1.3605108261108398]","[1.3861373662948608, 1.385678768157959, 1.385928750038147, 1.3860459327697754, 1.3860689401626587]","[1.386264443397522, 1.3866071701049805, 1.3865519762039185, 1.3864513635635376, 1.3864213228225708]","[0.8022371530532837, 0.8178166151046753, 0.7715489268302917, 0.7868615984916687, 0.7892783880233765]","[0.8756199479103088, 0.9294247627258301, 0.9007904529571533, 0.8828068375587463, 0.883152425289154]","[1.482960820198059, 1.4624767303466797, 1.4741517305374146, 1.4741517305374146, 1.4964563846588135]","[1.4833134412765503, 1.4892305135726929, 1.4833134412765503, 1.4892305135726929, 1.4833134412765503]",SMOTE,weight_normalisation
White Wine Quality,56664,11,1.0,3272,6,297.45454545454544,0.5454545454545454,545.3333333333334,0.0027964205816554,1.0,0.0381101120849772,0.0083679227681399,0.0873120921120595,1.0388456160376494,1.4119457136871234,"[1.2819398641586304, 1.2730306386947632, 1.2692691087722778, 1.291029453277588, 1.27848482131958]","[1.3784219026565552, 1.3814029693603516, 1.3984559774398804, 1.392378568649292, 1.3889636993408203]","[1.2613693475723267, 1.2445958852767944, 1.2800472974777222, 1.2471104860305786, 1.2431682348251343]","[1.3696290254592896, 1.389500617980957, 1.4127088785171509, 1.4101099967956543, 1.4022200107574463]","[1.3174724578857422, 1.3196091651916504, 1.3132083415985107, 1.3150193691253662, 1.3098279237747192]","[1.391911268234253, 1.3952006101608276, 1.3925225734710693, 1.3881806135177612, 1.4008524417877197]","[1.4028897285461426, 1.5001872777938843, 1.4982247352600098, 1.4920170307159424, 1.394598126411438]","[1.402435302734375, 1.4968827962875366, 1.4970276355743408, 1.49702787399292, 1.410007357597351]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.788835883140564, 1.7889212369918823, 1.792927622795105, 1.7916548252105713, 1.7894330024719238]","[1.3486144542694092, 1.304563283920288, 1.3157092332839966, 1.351831316947937, 1.305435061454773]","[1.4049389362335205, 1.3948508501052856, 1.4151029586791992, 1.4064980745315552, 1.3971983194351196]","[1.7321186065673828, 1.7340493202209473, 1.7332347631454468, 1.730316162109375, 1.7336225509643555]","[1.7326507568359375, 1.7326703071594238, 1.73264479637146, 1.7326786518096924, 1.7326523065567017]","[1.2869837284088135, 1.2655779123306274, 1.2694405317306519, 1.2859219312667847, 1.282989501953125]","[1.3917016983032227, 1.379109263420105, 1.3968470096588135, 1.3892995119094849, 1.3931798934936523]","[1.495574712753296, 1.6809545755386353, 1.6849483251571655, 1.4920159578323364, 1.6792175769805908]","[1.497027039527893, 1.684813380241394, 1.684813380241394, 1.497027039527893, 1.684813380241394]",SMOTE,baseline
White Wine Quality,11052,11,1.0,2786,6,253.27272727272728,0.5454545454545454,464.3333333333333,0.0027964205816554,0.9090909090909092,0.0353504135252237,0.0022134525172228,0.0809631558694079,1.0359826675416872,1.5203711153621324,"[1.4021811485290527, 1.3982532024383545, 1.3999366760253906, 1.4025404453277588, 1.4059056043624878]","[1.4020179510116577, 1.4020177125930786, 1.4020181894302368, 1.4020172357559204, 1.4020178318023682]","[1.402180790901184, 1.398252248764038, 1.3999364376068115, 1.4025404453277588, 1.4059056043624878]","[1.402016282081604, 1.4020168781280518, 1.4020166397094727, 1.4020164012908936, 1.402016043663025]","[1.4021835327148438, 1.398254156112671, 1.399937391281128, 1.4025428295135498, 1.4059091806411743]","[1.4020181894302368, 1.4020166397094727, 1.4020172357559204, 1.4020171165466309, 1.4020166397094727]","[1.4021793603897095, 1.398250937461853, 1.3999346494674683, 1.4025393724441528, 1.4059040546417236]","[1.402016520500183, 1.402016282081604, 1.402016520500183, 1.402016520500183, 1.402016282081604]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.790663242340088, 1.7869223356246948, 1.7953404188156128, 1.7954370975494385, 1.784971833229065]","[1.402345061302185, 1.3984507322311401, 1.4001282453536987, 1.4027429819107056, 1.4061239957809448]","[1.4021821022033691, 1.4022130966186523, 1.4022088050842285, 1.402220368385315, 1.4022393226623535]","[1.6748478412628174, 1.6718662977218628, 1.6730302572250366, 1.6750068664550781, 1.67750883102417]","[1.6747102737426758, 1.6746305227279663, 1.6746598482131958, 1.6745704412460327, 1.6746097803115845]","[1.4021810293197632, 1.3982532024383545, 1.3999360799789429, 1.4025413990020752, 1.4059065580368042]","[1.4020178318023682, 1.4020179510116577, 1.402017593383789, 1.402018427848816, 1.402018427848816]","[1.4103323221206665, 1.3982497453689575, 1.399933099746704, 1.4025377035140991, 1.4059027433395386]","[1.4098645448684692, 1.402014970779419, 1.402014970779419, 1.402014970779419, 1.402014970779419]",SMOTE,layer_normalisation
White Wine Quality,622,11,1.0,1353,4,123.0,0.3636363636363636,338.25,0.0042553191489361,1.0,0.015418270298806,0.0,0.0515824621246825,1.0155377450699965,1.6649063592888684,"[0.8777846693992615, 0.877785325050354, 0.8637704849243164, 0.8764776587486267, 0.8787851333618164]","[0.8765232563018799, 0.8765230774879456, 0.8765203952789307, 0.876525342464447, 0.8765236139297485]","[0.8777803778648376, 0.8777797222137451, 0.8637685179710388, 0.8764702677726746, 0.878780722618103]","[0.8765177726745605, 0.8765168786048889, 0.8765174150466919, 0.876517653465271, 0.8765190839767456]","[0.8777869939804077, 0.8777883052825928, 0.8637730479240417, 0.8764764070510864, 0.8787878155708313]","[0.8765235543251038, 0.8765230178833008, 0.8765250444412231, 0.8765226006507874, 0.8765256404876709]","[0.8777727484703064, 0.8777732849121094, 0.8637617826461792, 0.876465380191803, 0.8787727355957031]","[0.8765100240707397, 0.8765105605125427, 0.8765106797218323, 0.8765122890472412, 0.8765102624893188]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3796439170837402, 1.3776906728744507, 1.389168381690979, 1.3867136240005493, 1.3971142768859863]","[0.8786057829856873, 0.8784188628196716, 0.8643625974655151, 0.8771508932113647, 0.8793455958366394]","[0.8773459196090698, 0.8771582841873169, 0.8770924806594849, 0.877197802066803, 0.8770866990089417]","[1.1364896297454834, 1.1364985704421997, 1.1249167919158936, 1.1354087591171265, 1.137311339378357]","[1.135452389717102, 1.1354519128799438, 1.1355006694793701, 1.1354516744613647, 1.1354519128799438]","[0.8777866959571838, 0.8777858018875122, 0.8637717962265015, 0.8764755725860596, 0.8787834644317627]","[0.8765252232551575, 0.8765239715576172, 0.8765215277671814, 0.8765233755111694, 0.8765222430229187]","[0.8777724504470825, 0.8777724504470825, 0.863760769367218, 0.8764628767967224, 0.8787723183631897]","[0.8765097856521606, 0.8765097856521606, 0.8765097856521606, 0.8765097856521606, 0.8765097856521606]",SMOTE,weight_perturbation
White Wine Quality,1943,11,1.0,3808,6,346.1818181818182,0.5454545454545454,634.6666666666666,0.0027964205816554,0.9090909090909092,0.0557172928799887,0.0148539579211313,0.1724688211111158,1.0572987356006858,0.92419814738906,"[1.3989702463150024, 1.4020328521728516, 1.4079915285110474, 1.4152724742889404, 1.4025838375091553]","[1.4794024229049683, 1.4928206205368042, 1.4893798828125, 1.4774175882339478, 1.487980842590332]","[1.4073537588119507, 1.4027528762817383, 1.4171786308288574, 1.399857759475708, 1.4092565774917603]","[1.479773998260498, 1.4865111112594604, 1.4842581748962402, 1.4879282712936401, 1.4885109663009644]","[1.4232174158096313, 1.4406684637069702, 1.4299101829528809, 1.4301960468292236, 1.4435036182403564]","[1.4848772287368774, 1.4834370613098145, 1.4834791421890259, 1.4798319339752197, 1.4902156591415405]","[1.4761091470718384, 1.57088041305542, 1.5647251605987549, 1.5778560638427734, 1.5737090110778809]","[1.495943307876587, 1.5737764835357666, 1.5737762451171875, 1.5737764835357666, 1.5737301111221313]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.788407325744629, 1.792906641960144, 1.7931747436523438, 1.788678526878357, 1.7945287227630615]","[1.4239449501037598, 1.4059703350067139, 1.4737426042556763, 1.4320051670074463, 1.4149997234344482]","[1.4773770570755005, 1.4836429357528687, 1.4978456497192383, 1.4770475625991821, 1.481405258178711]","[1.7610752582550049, 1.758847951889038, 1.7581650018692017, 1.760283350944519, 1.7598206996917725]","[1.7596389055252075, 1.7596213817596436, 1.7596994638442993, 1.7596131563186646, 1.7596054077148438]","[1.4115054607391357, 1.3939461708068848, 1.3960976600646973, 1.4100065231323242, 1.40128755569458]","[1.4860565662384033, 1.469144344329834, 1.4911199808120728, 1.4662772417068481, 1.4786261320114136]","[1.7283209562301636, 1.5708794593811035, 1.5647244453430176, 1.7346054315567017, 1.7382984161376953]","[1.7351930141448975, 1.5737756490707397, 1.5737756490707397, 1.7351917028427124, 1.7351930141448975]",SMOTE,weight_normalisation
White Wine Quality,49186,11,1.0,136,2,12.363636363636363,0.1818181818181818,68.0,0.0381679389312977,0.9090909090909092,0.0057032812310073,0.0,0.0298232285197539,1.0057195759023767,1.5108711407274291,"[0.34830954670906067, 0.35995548963546753, 0.3483598232269287, 0.3364550769329071, 0.3594526946544647]","[0.3491266369819641, 0.34915533661842346, 0.34917891025543213, 0.349162757396698, 0.34919634461402893]","[0.3482423722743988, 0.3598575294017792, 0.34823113679885864, 0.3363285958766937, 0.3593321144580841]","[0.3490779995918274, 0.3490910828113556, 0.34906962513923645, 0.349077969789505, 0.34908679127693176]","[0.3483424782752991, 0.3599740266799927, 0.34830963611602783, 0.33648160099983215, 0.3594054877758026]","[0.3491455912590027, 0.3492559790611267, 0.34920114278793335, 0.34913066029548645, 0.3491094708442688]","[0.348145455121994, 0.3597733676433563, 0.348145455121994, 0.3362502455711365, 0.35923877358436584]","[0.3489760458469391, 0.3489760458469391, 0.3489760458469391, 0.3489760458469391, 0.3489760458469391]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3514653146266937, 0.36378222703933716, 0.3517474830150604, 0.3401564359664917, 0.3631818890571594]","[0.35228413343429565, 0.3531779646873474, 0.35256537795066833, 0.35268136858940125, 0.3530992865562439]","[0.49356868863105774, 0.5021191835403442, 0.49356868863105774, 0.4847013056278229, 0.5017288327217102]","[0.494183748960495, 0.4942339360713959, 0.49418380856513977, 0.4942503869533539, 0.4942288100719452]","[0.34834226965904236, 0.3599909543991089, 0.3483119010925293, 0.3364020884037018, 0.3594191372394562]","[0.34916946291923523, 0.3491969406604767, 0.3491309881210327, 0.34911641478538513, 0.3491615056991577]","[0.348145455121994, 0.3597733676433563, 0.348145455121994, 0.3362502455711365, 0.35923877358436584]","[0.3489760458469391, 0.3489760458469391, 0.3489760458469391, 0.3489760458469391, 0.3489760458469391]",layer_normalisation,layer_normalisation
White Wine Quality,20224,9,1.0,3961,7,440.1111111111111,0.7777777777777778,565.8571428571429,0.0027964205816554,0.8888888888888888,0.0570741574675996,0.0013082796481067,0.1640333351172094,1.0587343205404791,1.5256100953389566,"[1.5461734533309937, 1.5383604764938354, 1.5388156175613403, 1.5470890998840332, 1.5680046081542969]","[1.6326258182525635, 1.6479883193969727, 1.6502301692962646, 1.6261118650436401, 1.6419165134429932]","[1.5367145538330078, 1.546494483947754, 1.529937982559204, 1.5307996273040771, 1.526223063468933]","[1.6525721549987793, 1.6491694450378418, 1.6555434465408325, 1.6450971364974976, 1.6478513479232788]","[1.58379065990448, 1.5780786275863647, 1.5884158611297607, 1.5755974054336548, 1.591886281967163]","[1.6386760473251343, 1.6365057229995728, 1.6294649839401245, 1.6334322690963745, 1.6423577070236206]","[1.7179094552993774, 1.6224111318588257, 1.7021241188049316, 1.6372495889663696, 1.7149299383163452]","[1.713973045349121, 1.6467220783233643, 1.7139729261398315, 1.6695711612701416, 1.713973045349121]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9476271867752075, 1.9441815614700317, 1.9460724592208862, 1.9447463750839233, 1.9472724199295044]","[1.5786209106445312, 1.5963311195373535, 1.5686017274856567, 1.5866429805755615, 1.6271637678146362]","[1.6394990682601929, 1.6609350442886353, 1.6339728832244873, 1.6291943788528442, 1.6496703624725342]","[1.9215494394302368, 1.9208379983901978, 1.9191958904266357, 1.9218640327453613, 1.9210433959960938]","[1.920941710472107, 1.920928955078125, 1.9210044145584106, 1.9209517240524292, 1.920928716659546]","[1.5329365730285645, 1.5301228761672974, 1.5540823936462402, 1.557647943496704, 1.566990613937378]","[1.6381256580352783, 1.6305739879608154, 1.6497280597686768, 1.6176693439483643, 1.648903489112854]","[1.8718150854110718, 1.7139619588851929, 1.7021229267120361, 1.7212406396865845, 1.714929223060608]","[1.8690792322158813, 1.7139719724655151, 1.7139719724655151, 1.7139719724655151, 1.7139719724655151]",SMOTE,dropout
