dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Segmentation,78166,12,0.8333333333333334,2086,7,173.83333333333334,0.5833333333333334,298.0,0.9733333333333334,0.6666666666666666,0.6573942568092671,0.0177633836163828,1.188905751856018,1.9297573252704936,-0.7533355190940355,"[1.6016401052474976, 1.6238878965377808, 1.3150702714920044, 1.4520888328552246, 1.375748872756958]","[1.6222784519195557, 1.6427184343338013, 1.3204535245895386, 1.452195405960083, 1.3888052701950073]","[1.7387683391571045, 1.3435641527175903, 1.5000959634780884, 1.4994864463806152, 1.6306618452072144]","[1.7293344736099243, 1.354472279548645, 1.491222858428955, 1.5310717821121216, 1.626413106918335]","[1.3200329542160034, 1.3134212493896484, 1.3247499465942383, 1.4587209224700928, 1.2123444080352783]","[1.3299694061279297, 1.3222591876983643, 1.3413196802139282, 1.469222068786621, 1.2084565162658691]","[1.8658504486083984, 1.5029761791229248, 1.310854196548462, 1.3401795625686646, 1.4375901222229004]","[1.864626169204712, 1.5266258716583252, 1.3230935335159302, 1.3652223348617554, 1.4496358633041382]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459075927734375, 1.9459410905838013, 1.9458930492401123, 1.945895791053772, 1.9459251165390015]","[1.4581294059753418, 1.3547961711883545, 1.226690411567688, 1.3093864917755127, 1.4633121490478516]","[1.455078363418579, 1.3550748825073242, 1.2393406629562378, 1.3200891017913818, 1.468481183052063]","[1.9459055662155151, 1.9458998441696167, 1.945904016494751, 1.9458996057510376, 1.9459056854248047]","[1.9459463357925415, 1.9459275007247925, 1.9459517002105713, 1.9459152221679688, 1.9459326267242432]","[1.1999626159667969, 1.4645003080368042, 1.4555199146270752, 1.3086209297180176, 1.3389095067977905]","[1.215701699256897, 1.476641058921814, 1.4651938676834106, 1.318943977355957, 1.3485184907913208]","[2.0192453861236572, 2.0334880352020264, 2.02974009513855, 2.020103693008423, 2.0171074867248535]","[2.021881580352783, 2.0266661643981934, 2.021881580352783, 2.021881580352783, 2.021881580352783]",SMOTE,dropout
Segmentation,82316,18,0.8888888888888888,390,7,21.666666666666668,0.3888888888888889,55.71428571428572,0.9821428571428572,0.7222222222222222,0.7228472265727838,0.0100187025383873,1.2293229314981229,2.06029098271813,-0.8504465613023594,"[1.4134516716003418, 1.544779896736145, 1.566948413848877, 1.6131349802017212, 1.4384760856628418]","[1.473680019378662, 1.5796518325805664, 1.6131846904754639, 1.6407402753829956, 1.4803560972213745]","[1.3594952821731567, 1.52128267288208, 1.7064738273620605, 1.492130160331726, 1.4431095123291016]","[1.3849081993103027, 1.563583493232727, 1.767276644706726, 1.5030461549758911, 1.4735735654830933]","[1.5087069272994995, 1.369406819343567, 1.4203954935073853, 1.5947073698043823, 1.3949248790740967]","[1.5466442108154297, 1.4599391222000122, 1.50203275680542, 1.6424236297607422, 1.3939964771270752]","[1.2175403833389282, 1.329882025718689, 1.8653889894485474, 1.2374842166900635, 1.4620941877365112]","[1.2675870656967163, 1.3496745824813843, 1.8705551624298096, 1.249343991279602, 1.4853154420852661]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458743333816528, 1.9459023475646973, 1.945935606956482, 1.9459655284881592, 1.94600248336792]","[1.9437984228134155, 1.9454984664916992, 1.9421212673187256, 1.945099949836731, 1.944856882095337]","[1.9474749565124512, 1.946033239364624, 1.948236107826233, 1.9466052055358887, 1.9457710981369019]","[1.9458340406417847, 1.945912480354309, 1.9457799196243286, 1.9458956718444824, 1.9458880424499512]","[1.9460715055465698, 1.945957064628601, 1.9460728168487549, 1.9459645748138428, 1.9459187984466553]","[1.645872712135315, 1.452181339263916, 1.450510859489441, 1.739143967628479, 1.3173902034759521]","[1.6248875856399536, 1.459752082824707, 1.5151196718215942, 1.7938662767410278, 1.366450548171997]","[2.0168275833129883, 2.020843744277954, 2.041422128677368, 2.0134222507476807, 2.0134222507476807]","[2.0243964195251465, 2.0243964195251465, 2.0243964195251465, 2.0243964195251465, 2.0243964195251465]",SMOTE,layer_normalisation
Segmentation,20248,18,0.8888888888888888,694,7,38.55555555555556,0.3888888888888889,99.14285714285714,0.97,0.7777777777777778,0.6953636564828636,0.0203665291606604,1.16969074200379,2.0044378682430413,-0.8445369712940116,"[1.7490309476852417, 1.4477534294128418, 1.7737339735031128, 1.7722781896591187, 1.870377779006958]","[1.7730053663253784, 1.486678957939148, 1.788030743598938, 1.8130007982254028, 1.8776531219482422]","[1.480039119720459, 1.7780100107192993, 2.021278142929077, 1.6547470092773438, 1.889601707458496]","[1.4728920459747314, 1.761284351348877, 2.0215370655059814, 1.696514368057251, 1.8838317394256592]","[1.903372883796692, 1.5533849000930786, 1.581991195678711, 1.4078617095947266, 1.6366608142852783]","[1.9322733879089355, 1.5251230001449585, 1.6157374382019043, 1.4282770156860352, 1.6383697986602783]","[2.0280349254608154, 2.016757011413574, 1.8816421031951904, 1.8949390649795532, 1.5917353630065918]","[2.0215370655059814, 2.0215203762054443, 1.8776562213897705, 1.8774502277374268, 1.5898295640945435]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458844661712646, 1.9459105730056763, 1.94595205783844, 1.9458922147750854, 1.9459365606307983]","[1.9455641508102417, 1.741148829460144, 1.672361135482788, 1.944165825843811, 1.943547010421753]","[1.9462803602218628, 1.7586020231246948, 1.683451533317566, 1.9473459720611572, 1.9489526748657227]","[1.9460114240646362, 1.946002721786499, 1.945974349975586, 1.9459432363510132, 1.945852518081665]","[1.9459872245788574, 1.9460376501083374, 1.9461091756820679, 1.946099877357483, 1.946016788482666]","[1.8856498003005981, 1.878949761390686, 1.8679908514022827, 2.005512237548828, 1.4600987434387207]","[1.8776320219039917, 1.8944166898727417, 1.8776524066925049, 2.0215373039245605, 1.5196564197540283]","[2.0235302448272705, 2.0190258026123047, 2.030287027359009, 2.032308340072632, 2.0167734622955322]","[2.0215370655059814, 2.0215370655059814, 2.028731346130371, 2.0201523303985596, 2.028731346130371]",SMOTE,dropout
Segmentation,32908,18,0.8888888888888888,1220,7,67.77777777777777,0.3888888888888889,174.28571428571428,0.9715909090909092,0.7222222222222222,0.7094377189557336,0.0206699158003214,1.1945832131597305,2.032847905390865,-0.8476200327635574,"[1.468827724456787, 1.4547816514968872, 1.3617991209030151, 1.6021889448165894, 1.1908971071243286]","[1.4682234525680542, 1.470593810081482, 1.3666064739227295, 1.606031060218811, 1.2114871740341187]","[1.3331103324890137, 1.3152668476104736, 1.1872516870498657, 1.1787235736846924, 1.463239312171936]","[1.3503987789154053, 1.3324044942855835, 1.205639123916626, 1.2132738828659058, 1.4783387184143066]","[1.3325085639953613, 1.1925832033157349, 1.2427630424499512, 1.3377740383148193, 1.310710072517395]","[1.3512214422225952, 1.2186193466186523, 1.2382465600967407, 1.3542588949203491, 1.331747055053711]","[1.1936548948287964, 1.201250672340393, 1.2089569568634033, 1.198740005493164, 1.2023741006851196]","[1.2333545684814453, 1.2272448539733887, 1.2433404922485352, 1.2231945991516113, 1.2365928888320923]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458874464035034, 1.945968747138977, 1.9459092617034912, 1.945934772491455, 1.945934772491455]","[1.3822944164276123, 1.3742127418518066, 1.4766193628311157, 1.519987940788269, 1.4636449813842773]","[1.4085047245025635, 1.3976836204528809, 1.4937498569488525, 1.5562891960144043, 1.462817668914795]","[1.9458709955215454, 1.9458938837051392, 1.9458802938461304, 1.9459034204483032, 1.945894718170166]","[1.9459567070007324, 1.9459205865859985, 1.9459372758865356, 1.9459162950515747, 1.945925235748291]","[1.337309718132019, 1.315799355506897, 1.447969675064087, 1.5862985849380493, 1.3340264558792114]","[1.363021969795227, 1.3366466760635376, 1.4564387798309326, 1.612966537475586, 1.3529374599456787]","[2.0333707332611084, 2.0181751251220703, 2.0156142711639404, 2.020735740661621, 2.0245771408081055]","[2.021979331970215, 2.021979331970215, 2.021979331970215, 2.021979331970215, 2.0260777473449707]",SMOTE,layer_normalisation
Segmentation,6857,18,0.8888888888888888,1333,7,74.05555555555556,0.3888888888888889,190.42857142857144,0.96875,0.7222222222222222,0.7114640752470547,0.0210298942751691,1.2037277764256382,2.0369713559122573,-0.8480554735228634,"[1.1929161548614502, 1.311057209968567, 1.4476507902145386, 1.356760859489441, 1.4571572542190552]","[1.233610987663269, 1.3186074495315552, 1.462742567062378, 1.3926479816436768, 1.477301836013794]","[1.3156096935272217, 1.314102053642273, 1.3107036352157593, 1.3334999084472656, 1.1758300065994263]","[1.3235279321670532, 1.3272817134857178, 1.3281655311584473, 1.3839528560638428, 1.2199676036834717]","[1.1980180740356445, 1.3282243013381958, 1.2021212577819824, 1.1981863975524902, 1.3091822862625122]","[1.2526655197143555, 1.3607847690582275, 1.2480751276016235, 1.2347440719604492, 1.333992600440979]","[1.199437141418457, 1.209947109222412, 1.2145764827728271, 1.1993376016616821, 1.1923609972000122]","[1.2362678050994873, 1.2203952074050903, 1.2336218357086182, 1.2373791933059692, 1.2182937860488892]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459238052368164, 1.9459412097930908, 1.9459500312805176, 1.9458764791488647, 1.9459245204925537]","[1.4874882698059082, 1.393653154373169, 1.204437494277954, 1.6045012474060059, 1.5195823907852173]","[1.506742238998413, 1.4159557819366455, 1.2409546375274658, 1.6020963191986084, 1.5659804344177246]","[1.945890188217163, 1.945892333984375, 1.9458858966827393, 1.945893406867981, 1.9458987712860107]","[1.9459261894226074, 1.9459271430969238, 1.9459266662597656, 1.945927381515503, 1.9459164142608643]","[1.1958543062210083, 1.4711271524429321, 1.308876395225525, 1.3252390623092651, 1.3319730758666992]","[1.2261043787002563, 1.5178563594818115, 1.3202933073043823, 1.3701709508895874, 1.3738127946853638]","[2.0245771408081055, 2.0235695838928223, 2.0188803672790527, 2.020052909851074, 2.0188803672790527]","[2.019354820251465, 2.019354820251465, 2.0268454551696777, 2.0268454551696777, 2.0231001377105713]",SMOTE,layer_normalisation
Segmentation,38160,18,0.8888888888888888,2015,7,111.94444444444444,0.3888888888888889,287.85714285714283,0.9724137931034482,0.7777777777777778,0.719458281729395,0.0169076231488176,1.186582667107715,2.0533205880291527,-0.8497426909864706,"[1.3088915348052979, 1.3284460306167603, 1.3390172719955444, 1.4538990259170532, 1.451043725013733]","[1.3297134637832642, 1.3465811014175415, 1.3599908351898193, 1.4687734842300415, 1.4658602476119995]","[1.3299710750579834, 1.3087912797927856, 1.1853055953979492, 1.4417011737823486, 1.1842823028564453]","[1.3604217767715454, 1.3190233707427979, 1.201553463935852, 1.44786536693573, 1.199859380722046]","[1.3074703216552734, 1.1926963329315186, 1.196523904800415, 1.319878101348877, 1.1910451650619507]","[1.32658052444458, 1.2191818952560425, 1.2209703922271729, 1.3359216451644897, 1.2021102905273438]","[1.2041897773742676, 1.2034446001052856, 1.1886956691741943, 1.1955653429031372, 1.1979278326034546]","[1.2314280271530151, 1.2277274131774902, 1.2295353412628174, 1.2019000053405762, 1.2225024700164795]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.94596266746521, 1.945873498916626, 1.9458894729614258, 1.9459065198898315, 1.945881962776184]","[1.337699294090271, 1.205440640449524, 1.3388289213180542, 1.599607229232788, 1.473544716835022]","[1.3436790704727173, 1.2230700254440308, 1.3518717288970947, 1.607265830039978, 1.4693059921264648]","[1.945898413658142, 1.945899486541748, 1.9458991289138794, 1.9458953142166138, 1.9459030628204346]","[1.9459236860275269, 1.9459220170974731, 1.9459147453308105, 1.9459166526794434, 1.9459147453308105]","[1.4446702003479004, 1.1808719635009766, 1.6058086156845093, 1.316945195198059, 1.4492406845092773]","[1.4577943086624146, 1.194321632385254, 1.6189448833465576, 1.3200342655181885, 1.4604945182800293]","[2.0195724964141846, 2.0288822650909424, 2.0251119136810303, 2.0289878845214844, 2.023561716079712]","[2.0215015411376953, 2.0215015411376953, 2.0215015411376953, 2.0264642238616943, 2.0264642238616943]",SMOTE,layer_normalisation
Students Performance,10381,13,0.3846153846153846,1709,3,131.46153846153845,0.2307692307692307,569.6666666666666,0.088356729975227,0.0,0.079341131955424,1.7647752032175223e-05,0.5746099757500185,1.0825735595226371,-0.2679897147784471,"[0.634522020816803, 0.6300035119056702, 0.6277555227279663, 0.6352260112762451, 0.6315847635269165]","[0.6366358399391174, 0.6417117714881897, 0.6383723020553589, 0.6370800733566284, 0.6367490887641907]","[0.6326643824577332, 0.6290954351425171, 0.6251658201217651, 0.63099205493927, 0.6297416687011719]","[0.6384865641593933, 0.6362773776054382, 0.6386909484863281, 0.63795006275177, 0.6390800476074219]","[0.6348224878311157, 0.6320300698280334, 0.627373456954956, 0.6375024914741516, 0.6310533881187439]","[0.6417713165283203, 0.6370841264724731, 0.6363297700881958, 0.6422819495201111, 0.6395412683486938]","[0.8533664345741272, 0.8368979692459106, 0.8393791317939758, 0.8421211838722229, 0.8412076234817505]","[0.8438428044319153, 0.8438428044319153, 0.843842625617981, 0.8438424468040466, 0.8438429832458496]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6342944502830505, 0.6314010620117188, 0.6282749176025391, 0.6346051692962646, 0.6317875385284424]","[0.643136739730835, 0.6396110653877258, 0.6384158730506897, 0.6407104134559631, 0.6382703185081482]","[1.0015894174575806, 0.9925769567489624, 0.9939301013946533, 0.9956141114234924, 0.9950641393661499]","[0.9966228008270264, 0.9965697526931763, 0.9965463876724243, 0.9965265393257141, 0.9965276122093201]","[0.6336645483970642, 0.6308150887489319, 0.6287479996681213, 0.635396420955658, 0.6313461065292358]","[0.6423039436340332, 0.6405591368675232, 0.6396147012710571, 0.636181652545929, 0.6360653638839722]","[0.8533660769462585, 0.836897611618042, 0.8393790125846863, 0.8421211838722229, 0.8412072062492371]","[0.8438424468040466, 0.8438424468040466, 0.8438424468040466, 0.8438424468040466, 0.8438424468040466]",batch_normalisation,batch_normalisation
Students Performance,34722,13,0.3846153846153846,1181,4,90.84615384615384,0.3076923076923077,295.25,0.2584541062801932,0.1538461538461538,0.0957605372824459,0.0,0.93854500019113,1.1004955047947031,0.0346053710730811,"[0.9087831974029541, 0.9146038889884949, 0.9076653718948364, 0.9011006951332092, 0.9127364754676819]","[0.927535891532898, 0.94259113073349, 0.92952960729599, 0.9341880679130554, 0.9237070679664612]","[0.9080563187599182, 0.909999668598175, 0.9160364866256714, 0.894665002822876, 0.9141251444816589]","[0.989464282989502, 1.025823950767517, 1.086580514907837, 1.0081498622894287, 1.0330482721328735]","[0.9244928359985352, 0.9139310717582703, 0.9258894920349121, 0.9235932230949402, 0.9297675490379333]","[0.9646895527839661, 0.9542991518974304, 0.9490672945976257, 0.9622449278831482, 0.9562727212905884]","[1.0130136013031006, 1.1529483795166016, 1.130428671836853, 0.9627378582954407, 1.1338108777999878]","[1.0511200428009033, 1.1571760177612305, 1.1487070322036743, 0.9900011420249939, 1.1442451477050781]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.387780785560608, 1.388217806816101, 1.3859505653381348, 1.3888102769851685, 1.3854565620422363]","[0.9162014722824097, 0.9150086045265198, 1.090175747871399, 0.9086192846298218, 0.9192760586738586]","[0.9075344204902649, 0.9030447602272034, 1.1027394533157349, 0.9102767705917358, 0.9101329445838928]","[1.3742789030075073, 1.3766454458236694, 1.3744159936904907, 1.3747761249542236, 1.3755334615707397]","[1.3755799531936646, 1.3758212327957153, 1.375571608543396, 1.3755589723587036, 1.3755955696105957]","[0.9089561104774475, 0.9089961647987366, 0.9079559445381165, 0.8998229503631592, 0.9127713441848755]","[0.9221659302711487, 0.9486595392227173, 0.9235437512397766, 0.9235164523124695, 0.9437183737754822]","[1.4045957326889038, 1.391350507736206, 1.4072445631027222, 1.4059200286865234, 1.4050439596176147]","[1.414554476737976, 1.3934574127197266, 1.414554476737976, 1.414554476737976, 1.414554476737976]",SMOTE,baseline
Students Performance,55249,13,0.3846153846153846,1318,2,101.3846153846154,0.1538461538461538,659.0,0.088356729975227,0.1538461538461538,0.0313054809427906,0.0,0.1850779049629751,1.031800651184021,-0.3079346867062161,"[0.39157363772392273, 0.3963148891925812, 0.39394140243530273, 0.3998681902885437, 0.39265960454940796]","[0.39282748103141785, 0.3928239643573761, 0.3928237855434418, 0.3928198516368866, 0.39282193779945374]","[0.39156338572502136, 0.39630749821662903, 0.39393579959869385, 0.39986860752105713, 0.3926568627357483]","[0.39281657338142395, 0.3928171992301941, 0.39281660318374634, 0.3928208351135254, 0.39281898736953735]","[0.3915696442127228, 0.39631474018096924, 0.3939434289932251, 0.39988085627555847, 0.3926619589328766]","[0.3928220570087433, 0.39282116293907166, 0.3928266763687134, 0.39282822608947754, 0.39281854033470154]","[0.3915535807609558, 0.39629852771759033, 0.39392605423927307, 0.3998572528362274, 0.3926456570625305]","[0.3928072154521942, 0.3928072154521942, 0.3928072154521942, 0.3928072154521942, 0.3928072154521942]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.39241892099380493, 0.39729443192481995, 0.3947446048259735, 0.4006992280483246, 0.3933824896812439]","[0.3936668336391449, 0.39382171630859375, 0.39363062381744385, 0.39368167519569397, 0.3935435116291046]","[0.5248315930366516, 0.5281322002410889, 0.5264850854873657, 0.5305912494659424, 0.5255933403968811]","[0.5257077217102051, 0.5257129669189453, 0.5257061719894409, 0.525734543800354, 0.5257060527801514]","[0.3915661573410034, 0.3963181972503662, 0.3939383924007416, 0.39987045526504517, 0.392661988735199]","[0.3928197920322418, 0.39282751083374023, 0.39281997084617615, 0.3928222954273224, 0.3928241729736328]","[0.3915535807609558, 0.39629852771759033, 0.39392605423927307, 0.3998572528362274, 0.3926456570625305]","[0.3928072154521942, 0.3928072154521942, 0.3928072154521942, 0.3928072154521942, 0.3928072154521942]",layer_normalisation,layer_normalisation
Students Performance,88203,13,0.3846153846153846,1894,3,145.69230769230768,0.2307692307692307,631.3333333333334,0.2221304706853839,0.0,0.0863997126491562,0.0,0.6683227015579478,1.090242024750572,-0.2026873654357316,"[0.7107008695602417, 0.5966008901596069, 0.5976510643959045, 0.7098690271377563, 0.7172860503196716]","[0.7399881482124329, 0.6184005737304688, 0.615005373954773, 0.7416114807128906, 0.7369213700294495]","[0.7098568677902222, 0.592536449432373, 0.7179878950119019, 0.5886649489402771, 0.5947672724723816]","[0.7548379302024841, 0.6385431289672852, 0.7708740830421448, 0.654564619064331, 0.6425405740737915]","[0.6007238626480103, 0.603446900844574, 0.6048581004142761, 0.599908709526062, 0.6046839952468872]","[0.6278448104858398, 0.6290919184684753, 0.6305251717567444, 0.6248976588249207, 0.6350425481796265]","[0.9087058305740356, 0.9252067804336548, 0.9045806527137756, 0.901280403137207, 0.9194316864013672]","[0.9129226803779602, 0.9129230976104736, 0.9129226803779602, 0.9129228591918945, 0.9129225015640259]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.713463306427002, 0.5993831157684326, 0.6011896729469299, 0.7128172516822815, 0.6048230528831482]","[0.7232825756072998, 0.6073172688484192, 0.6067120432853699, 0.7274316549301147, 0.5991703271865845]","[1.029465913772583, 1.036414384841919, 1.0278664827346802, 1.0262144804000854, 1.033968448638916]","[1.0313026905059814, 1.0313916206359863, 1.031345248222351, 1.0313818454742432, 1.0313374996185303]","[0.597341001033783, 0.5958812236785889, 0.5983939170837402, 0.5950855016708374, 0.7173071503639221]","[0.6093505620956421, 0.6203274726867676, 0.6130724549293518, 0.6152841448783875, 0.7331804037094116]","[0.9087055325508118, 1.3245471715927124, 0.9045802354812622, 0.9012798070907593, 1.4095306396484375]","[0.9129223823547363, 1.3324474096298218, 0.9129223823547363, 0.9129223823547363, 1.4089646339416504]",dropout,dropout
