dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Waveform_21,93903,21.0,1.0,581.0,3.0,27.666666666666668,0.1428571428571428,193.66666666666663,0.9695431472081218,0.5238095238095238,0.1606001947958683,0.0,0.2929468255159235,1.1742154175209043,-0.6742785563631287,"[0.5973302721977234, 0.5973268747329712, 0.6054205298423767, 0.5973299741744995, 0.5945202708244324]","[0.7255529165267944, 0.7279589176177979, 0.7221344709396362, 0.7192272543907166, 0.724242091178894]","[0.5730298757553101, 0.5892013311386108, 0.5811166167259216, 0.5811145305633545, 0.5622584223747253]","[0.7710756659507751, 0.7522117495536804, 0.7628850340843201, 0.7134894132614136, 0.7919251918792725]","[0.599814236164093, 0.6019010543823242, 0.6156705021858215, 0.5902634263038635, 0.604404628276825]","[0.7394341826438904, 0.7571677565574646, 0.7675288915634155, 0.7227810025215149, 0.7641175389289856]","[0.686237633228302, 0.6458112597465515, 0.7428349256515503, 0.6350254416465759, 1.2288508415222168]","[0.7310827970504761, 0.7446741461753845, 0.7914783358573914, 0.7052996158599854, 1.2180988788604736]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6376352310180664, 0.6341177225112915, 0.6207126379013062, 0.6172419190406799, 0.6211060285568237]","[0.7493481636047363, 0.7564408183097839, 0.7519147396087646, 0.737747073173523, 0.7493630647659302]","[1.098384976387024, 1.0985819101333618, 1.098537802696228, 1.0986045598983765, 1.098481297492981]","[1.0987603664398193, 1.0986772775650024, 1.0986026525497437, 1.0986250638961792, 1.098630428314209]","[0.6081065535545349, 0.5970777273178101, 0.6027167439460754, 0.5892383456230164, 0.5891413688659668]","[0.7283193469047546, 0.738730251789093, 0.7409601807594299, 0.7345148324966431, 0.7237834930419922]","[1.219908356666565, 1.2145174741744995, 1.099982738494873, 1.2172129154205322, 1.2207995653152466]","[1.2095645666122437, 1.226658582687378, 1.101131796836853, 1.2095645666122437, 1.226658582687378]",batch_normalisation,baseline,instances
Waveform_21,65676,21.0,1.0,820.0,3.0,39.04761904761905,0.1428571428571428,273.3333333333333,0.9712230215827338,0.4761904761904761,0.1716865239802722,0.0,0.301038129395182,1.1873055830428303,-0.6953098299140423,"[0.5820097327232361, 0.5952895879745483, 0.5990961194038391, 0.5933839678764343, 0.5914799571037292]","[0.7505511045455933, 0.7340543270111084, 0.7290078997612, 0.7149101495742798, 0.7384598851203918]","[0.5686406493186951, 0.5800391435623169, 0.5783626437187195, 0.5743217468261719, 0.5781382918357849]","[0.798041820526123, 0.7701305150985718, 0.7592909336090088, 0.7709690928459167, 0.7597104907035828]","[0.6015860438346863, 0.5896192789077759, 0.5955304503440857, 0.595701277256012, 0.5861490964889526]","[0.8121179342269897, 0.782137930393219, 0.7479568719863892, 0.771309494972229, 0.743597686290741]","[0.6526197791099548, 1.2428715229034424, 0.9197507500648499, 0.6771747469902039, 1.2143017053604126]","[0.7827937006950378, 1.2221747636795044, 0.9660217761993408, 0.7410814166069031, 1.2221763134002686]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.59832763671875, 0.6109029650688171, 0.5946927070617676, 0.6014387607574463, 0.5955082178115845]","[0.7380565404891968, 0.7375556826591492, 0.7504132390022278, 0.752898097038269, 0.7529618144035339]","[1.0985301733016968, 1.0982266664505005, 1.0985561609268188, 1.0985209941864014, 1.0985761880874634]","[1.0986937284469604, 1.0987569093704224, 1.0986257791519165, 1.0985950231552124, 1.0986109972000122]","[0.5877323150634766, 0.583888828754425, 0.5857586860656738, 0.6048071384429932, 0.5876660943031311]","[0.7595480680465698, 0.7417699694633484, 0.7502533793449402, 0.7187281250953674, 0.7294008731842041]","[1.2060250043869019, 1.2028733491897583, 1.2143019437789917, 1.2276352643966675, 1.2143019437789917]","[1.222176432609558, 1.2099813222885132, 1.2099813222885132, 1.222176432609558, 1.222176432609558]",batch_normalisation,baseline,instances
Waveform_21,50912,21.0,1.0,1692.0,3.0,80.57142857142857,0.1428571428571428,564.0,0.970383275261324,0.8095238095238095,0.1588223931868484,0.0,0.2599514738573589,1.1721297499631962,-0.6706324790801931,"[0.5958260893821716, 0.5930553674697876, 0.5949022173881531, 0.603168785572052, 0.5967068076133728]","[0.7398770451545715, 0.7167655825614929, 0.740649402141571, 0.7177677154541016, 0.7269192337989807]","[0.5717888474464417, 0.5736352801322937, 0.575482964515686, 0.5819272398948669, 0.5708466172218323]","[0.7538233995437622, 0.7286218404769897, 0.7434701323509216, 0.7301821112632751, 0.7425350546836853]","[0.6024655699729919, 0.6085964441299438, 0.6071581840515137, 0.6131402254104614, 0.6221030354499817]","[0.7499848008155823, 0.7295832633972168, 0.7256978750228882, 0.7218766808509827, 0.7604395151138306]","[0.6234673857688904, 1.2094852924346924, 0.6355604529380798, 1.2171881198883057, 0.6345677375793457]","[0.7263684272766113, 1.2122114896774292, 0.7278671860694885, 1.2210612297058105, 0.7491437792778015]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6339895725250244, 0.6378063559532166, 0.6014394164085388, 0.6088585257530212, 0.5999504327774048]","[0.7390921711921692, 0.715681254863739, 0.7356401085853577, 0.7192202210426331, 0.7344979047775269]","[1.098585844039917, 1.0985525846481323, 1.0985517501831055, 1.098610281944275, 1.0985684394836426]","[1.09859299659729, 1.0986099243164062, 1.0986031293869019, 1.09861159324646, 1.0986167192459106]","[0.5976760387420654, 0.6013672947883606, 0.5995211005210876, 0.594861626625061, 0.593016505241394]","[0.7304471135139465, 0.7302706241607666, 0.7366383671760559, 0.7384838461875916, 0.730514407157898]","[1.218727707862854, 1.2094855308532715, 1.221500277519226, 1.2171881198883057, 1.2144180536270142]","[1.2210613489151, 1.2122117280960083, 1.2210613489151, 1.2122117280960083, 1.2210613489151]",batch_normalisation,baseline,instances
Waveform_21,59528,21.0,1.0,2296.0,3.0,109.33333333333331,0.1428571428571428,765.3333333333334,0.9704749679075738,0.7619047619047619,0.1665508407260703,0.0,0.2695397941037776,1.1812235886086946,-0.6859162358420716,"[0.606633722782135, 0.6038711667060852, 0.6011484861373901, 0.5997869968414307, 0.6038739085197449]","[0.7306491732597351, 0.7152220606803894, 0.7285083532333374, 0.7263891100883484, 0.7290639877319336]","[0.5777504444122314, 0.5698578357696533, 0.5766371488571167, 0.5766374468803406, 0.5759609937667847]","[0.7555039525032043, 0.75068199634552, 0.7514587640762329, 0.755292534828186, 0.7573835849761963]","[0.6006218791007996, 0.608191967010498, 0.6006379127502441, 0.6121571063995361, 0.6130251884460449]","[0.7401020526885986, 0.7190454006195068, 0.7467042803764343, 0.7453808784484863, 0.7452197074890137]","[0.670264482498169, 0.663226306438446, 0.6467596292495728, 0.6307790279388428, 0.6379128694534302]","[0.7265034317970276, 0.7339528799057007, 0.7083795070648193, 0.7258718609809875, 0.7465988397598267]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6052228808403015, 0.6043959259986877, 0.6063440442085266, 0.6180756092071533, 0.6074879765510559]","[0.7398937940597534, 0.7203612923622131, 0.7351793050765991, 0.7420995235443115, 0.723054826259613]","[1.0984699726104736, 1.0986127853393555, 1.0985963344573975, 1.098507285118103, 1.0985850095748901]","[1.0986524820327759, 1.0986137390136719, 1.0985878705978394, 1.0986467599868774, 1.098626971244812]","[0.6025466322898865, 0.5943472385406494, 0.5963850617408752, 0.5970647931098938, 0.608637809753418]","[0.7179540991783142, 0.7199785709381104, 0.7241331934928894, 0.7157248854637146, 0.7195760607719421]","[1.2033520936965942, 1.2192459106445312, 1.2212882041931152, 0.9695904850959778, 1.2199268341064453]","[1.2123141288757324, 1.2231837511062622, 1.2231837511062622, 1.0035990476608276, 1.2123141288757324]",batch_normalisation,weight_normalisation,instances
Waveform_21,39118,21.0,1.0,2570.0,3.0,122.38095238095238,0.1428571428571428,856.6666666666666,0.970183486238532,0.7142857142857143,0.1635739028611942,0.0,0.2757465299964536,1.1777123882865432,-0.6802003811501252,"[0.6074151396751404, 0.6055575013160706, 0.6213637590408325, 0.6116373538970947, 0.6152841448783875]","[0.6947459578514099, 0.7019475102424622, 0.695777952671051, 0.6940919160842896, 0.6877980828285217]","[0.5684869885444641, 0.5684785842895508, 0.5739450454711914, 0.5745513439178467, 0.5745522379875183]","[0.7147576808929443, 0.7299485206604004, 0.7307051420211792, 0.7130417823791504, 0.7241998314857483]","[0.6379328966140747, 0.6236867904663086, 0.623465359210968, 0.6300864815711975, 0.6328912973403931]","[0.7018008828163147, 0.7081739902496338, 0.6977205276489258, 0.7012099623680115, 0.7062390446662903]","[0.7088027000427246, 0.6824286580085754, 1.22013521194458, 0.6669554114341736, 1.216489553451538]","[0.7196427583694458, 0.6962912082672119, 1.2226486206054688, 0.6919720768928528, 1.2129226922988892]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6188796162605286, 0.6116330027580261, 0.6169468760490417, 0.6372643113136292, 0.6227737665176392]","[0.6944129467010498, 0.7253195643424988, 0.6866484880447388, 0.7291503548622131, 0.6960597634315491]","[1.0985349416732788, 1.0985623598098755, 1.0984563827514648, 1.0984177589416504, 1.0986086130142212]","[1.098637342453003, 1.098791241645813, 1.0986937284469604, 1.0987180471420288, 1.0985963344573975]","[0.6104563474655151, 0.6061680316925049, 0.6152833104133606, 0.6025189161300659, 0.6165008544921875]","[0.6791338324546814, 0.702512800693512, 0.6963654160499573, 0.6902263164520264, 0.688510537147522]","[1.2248023748397827, 1.2274324893951416, 1.2037242650985718, 1.234727382659912, 1.2170981168746948]","[1.2187600135803223, 1.2129234075546265, 1.2129234075546265, 1.2226510047912598, 1.2187600135803223]",batch_normalisation,weight_normalisation,instances
Waveform_21,41797,21.0,1.0,3183.0,3.0,151.57142857142858,0.1428571428571428,1061.0,0.9703703703703704,0.8095238095238095,0.1621202149389252,0.0,0.2823978220565255,1.1760016057849847,-0.6773327113933093,"[0.6054791808128357, 0.6088900566101074, 0.6123255491256714, 0.6010348200798035, 0.6118355393409729]","[0.7239362597465515, 0.7006349563598633, 0.7002394199371338, 0.6980160474777222, 0.7022016048431396]","[0.571793794631958, 0.572028398513794, 0.5776451230049133, 0.5755057334899902, 0.5749241709709167]","[0.7381239533424377, 0.7181634306907654, 0.7316146492958069, 0.7236527800559998, 0.7241888642311096]","[0.6450368165969849, 0.6336149573326111, 0.6347752809524536, 0.6457804441452026, 0.6292509436607361]","[0.7251102328300476, 0.7055502533912659, 0.7178948521614075, 0.7090649008750916, 0.7058035731315613]","[0.6819939613342285, 0.6990866661071777, 0.6657911539077759, 0.668969452381134, 0.6754446625709534]","[0.7166993618011475, 0.7304097414016724, 0.7115257382392883, 0.7181393504142761, 0.7076348066329956]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6306011080741882, 0.5963730812072754, 0.6037108302116394, 0.6035240888595581, 0.614933431148529]","[0.71996009349823, 0.7023535370826721, 0.7048266530036926, 0.7107948660850525, 0.7001688480377197]","[1.098596215248108, 1.09859299659729, 1.0984623432159424, 1.0985808372497559, 1.0985667705535889]","[1.0986428260803223, 1.0985949039459229, 1.0986982583999634, 1.0985921621322632, 1.0986164808273315]","[0.6098990440368652, 0.6029981970787048, 0.6103635430335999, 0.602508008480072, 0.6108587980270386]","[0.7202698588371277, 0.7079169154167175, 0.7040243744850159, 0.7036373615264893, 0.6948510408401489]","[1.2238417863845825, 1.222038745880127, 1.2176204919815063, 1.2112385034561157, 1.2254751920700073]","[1.212355375289917, 1.2217744588851929, 1.2202045917510986, 1.212355375289917, 1.2202045917510986]",batch_normalisation,baseline,instances
Waveform_21,58424,21.0,1.0,4362.0,3.0,207.7142857142857,0.1428571428571428,1454.0,0.970945945945946,0.9523809523809524,0.1586006092000504,0.0,0.2700394888889379,1.171869819179513,-0.6701717949177577,"[0.6134362816810608, 0.613792896270752, 0.6283621788024902, 0.6301754117012024, 0.6105476021766663]","[0.6848305463790894, 0.6919044256210327, 0.696465015411377, 0.6943039298057556, 0.6962606310844421]","[0.5716939568519592, 0.5782636404037476, 0.5747371315956116, 0.5747807621955872, 0.5732962489128113]","[0.7235140204429626, 0.7270515561103821, 0.7294698357582092, 0.7196471691131592, 0.725466787815094]","[0.6327996850013733, 0.6320682764053345, 0.625943660736084, 0.6312020421028137, 0.6309337019920349]","[0.6895524859428406, 0.6947048902511597, 0.7119060158729553, 0.6860719919204712, 0.7095226049423218]","[0.640280544757843, 0.6883040070533752, 0.6402413249015808, 0.6701131463050842, 0.7021858096122742]","[0.6864989399909973, 0.7086612582206726, 0.702553391456604, 0.6918796896934509, 0.7061423659324646]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6437759399414062, 0.6204470992088318, 0.6245994567871094, 0.6131203770637512, 0.6408341526985168]","[0.68674635887146, 0.6917717456817627, 0.7060220837593079, 0.6896377801895142, 0.6926620602607727]","[1.0985379219055176, 1.098600149154663, 1.0986109972000122, 1.0984784364700317, 1.0985687971115112]","[1.0986087322235107, 1.0986579656600952, 1.0986018180847168, 1.0986393690109253, 1.0986051559448242]","[0.6087778806686401, 0.605552613735199, 0.6012532114982605, 0.6155853271484375, 0.6116219758987427]","[0.686764121055603, 0.6984073519706726, 0.6998676061630249, 0.6862415671348572, 0.6940043568611145]","[1.207482099533081, 1.220022439956665, 1.2175143957138062, 1.227188229560852, 1.2183502912521362]","[1.2123841047286987, 1.2204022407531738, 1.2123841047286987, 1.2215477228164673, 1.2204022407531738]",batch_normalisation,baseline,instances
Waveform_21,78817,21.0,1.0,4496.0,3.0,214.0952380952381,0.1428571428571428,1498.6666666666667,0.9711475409836066,0.9047619047619048,0.1605763118659245,0.0,0.2668547779458829,1.1741873741512292,-0.6742292747002179,"[0.6205809712409973, 0.6126264333724976, 0.6164485216140747, 0.6115849614143372, 0.6133215427398682]","[0.6793717741966248, 0.6800558567047119, 0.6980014443397522, 0.6818435788154602, 0.6901727914810181]","[0.594373345375061, 0.5813260078430176, 0.5874916315078735, 0.5791772603988647, 0.6658395528793335]","[0.712874174118042, 0.7132214307785034, 0.7116049528121948, 0.7307978272438049, 0.7718294262886047]","[0.6450852155685425, 0.6354199647903442, 0.6299976706504822, 0.645195484161377, 0.6371244788169861]","[0.6803067922592163, 0.7068518400192261, 0.6908276677131653, 0.6921719312667847, 0.7039316296577454]","[0.6917575001716614, 0.6885288953781128, 0.6900143623352051, 0.6915349960327148, 0.6706722974777222]","[0.6795210838317871, 0.6986814141273499, 0.6959205865859985, 0.6914085745811462, 0.6716820597648621]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6699830889701843, 0.6117323040962219, 0.6957159638404846, 0.6337487697601318, 0.6199967861175537]","[0.7071259617805481, 0.6939879655838013, 0.7410414218902588, 0.6914604306221008, 0.6853766441345215]","[1.0986331701278687, 1.0985966920852661, 1.0985467433929443, 1.0985451936721802, 1.0986080169677734]","[1.0986987352371216, 1.098681092262268, 1.0986413955688477, 1.098600149154663, 1.0986037254333496]","[0.6119510531425476, 0.6122777462005615, 0.6112347841262817, 0.6098454594612122, 0.619230329990387]","[0.6858158707618713, 0.686957836151123, 0.7024226784706116, 0.6823475360870361, 0.6835777759552002]","[1.2159092426300049, 1.216025948524475, 1.2243679761886597, 1.2201969623565674, 1.2198493480682373]","[1.221444845199585, 1.2203336954116821, 1.2203336954116821, 1.2203336954116821, 1.221444845199585]",batch_normalisation,baseline,instances
Online shopper,4956,10.0,0.8,12205.0,2.0,1220.5,0.2,6102.5,0.1852966883558318,0.8,0.030163465245814793,0.0,0.1646964295689708,1.03062299122529,0.43727751689560485,"[0.380647748708725, 0.3855378329753876, 0.3847753703594208, 0.3844663202762604, 0.40346258878707886]","[0.41839757561683655, 0.42560771107673645, 0.42212074995040894, 0.4223412275314331, 0.4181796908378601]","[0.3709125518798828, 0.3715890645980835, 0.3676474690437317, 0.36911335587501526, 0.3810769021511078]","[0.4190194010734558, 0.42379480600357056, 0.42195940017700195, 0.4232676923274994, 0.42316362261772156]","[0.4706040322780609, 0.41488370299339294, 0.4697081744670868, 0.4071526825428009, 0.4673834443092346]","[0.4697551131248474, 0.41662293672561646, 0.4697551131248474, 0.41358494758605957, 0.4697544574737549]","[0.47060397267341614, 0.47034791111946106, 0.46970775723457336, 0.46970778703689575, 0.46738359332084656]","[0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.4706701934337616, 0.47042715549468994, 0.4697611331939697, 0.398768812417984, 0.4674685299396515]","[0.4698217809200287, 0.46983471512794495, 0.4698083698749542, 0.41600337624549866, 0.4698381721973419]","[0.5760927796363831, 0.575941264629364, 0.575556755065918, 0.5755630135536194, 0.5741623640060425]","[0.5755859613418579, 0.5755855441093445, 0.5755850076675415, 0.5755914449691772, 0.5755866765975952]","[0.37770962715148926, 0.3809773325920105, 0.3903633654117584, 0.39494070410728455, 0.3736778199672699]","[0.42195990681648254, 0.4162212908267975, 0.4300573170185089, 0.4153153896331787, 0.41991516947746277]","[0.47060397267341614, 0.47034791111946106, 0.46970775723457336, 0.46970778703689575, 0.46738359332084656]","[0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355]",batch_normalisation,weight_normalisation,features
Online shopper,42922,12.0,0.75,12205.0,2.0,1017.0833333333334,0.16666666666666666,6102.5,0.1852966883558318,0.75,0.010430030595897685,0.00037654688094909683,0.02793739215495883,1.0104846129652214,2.463817773660476,"[0.46894025802612305, 0.47060465812683105, 0.4702199697494507, 0.4672758877277374, 0.4707125127315521]","[0.46975505352020264, 0.4697549641132355, 0.46975475549697876, 0.4697546660900116, 0.4697548747062683]","[0.4689405858516693, 0.47060489654541016, 0.4702208340167999, 0.4672762155532837, 0.4707129895687103]","[0.4697560667991638, 0.4697560667991638, 0.469756156206131, 0.4697561264038086, 0.4697563648223877]","[0.4689401090145111, 0.4706047773361206, 0.4702209532260895, 0.46727609634399414, 0.4707125127315521]","[0.46975356340408325, 0.4697558581829071, 0.4697563052177429, 0.46975570917129517, 0.4697532057762146]","[0.4689396619796753, 0.47060397267341614, 0.4702198803424835, 0.46727532148361206, 0.4707118272781372]","[0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.46897971630096436, 0.4706464111804962, 0.4702666699886322, 0.46732082962989807, 0.4707658290863037]","[0.4697916805744171, 0.4697933793067932, 0.4697984755039215, 0.4697960615158081, 0.46980488300323486]","[0.5750983953475952, 0.5760940909385681, 0.575868546962738, 0.5740975737571716, 0.5761600136756897]","[0.5755854249000549, 0.5755881667137146, 0.5755888819694519, 0.5755859017372131, 0.5755903720855713]","[0.46894025802612305, 0.4706045687198639, 0.47022029757499695, 0.4672759473323822, 0.47071242332458496]","[0.46975505352020264, 0.4697549045085907, 0.4697548747062683, 0.4697549641132355, 0.4697546660900116]","[0.4689396619796753, 0.47060397267341614, 0.4702198803424835, 0.46727532148361206, 0.4707118272781372]","[0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355, 0.4697549641132355]",layer_normalisation,baseline,features
