dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Vowel,55864,11.0,1.0,990.0,11.0,90.0,1.0,90.0,1.0,0.3636363636363636,0.2841281645723073,0.0,0.7795858430879679,1.328603199702194,-0.2327741261643549,"[2.161044120788574, 2.2603650093078613, 2.279496908187866, 2.0665388107299805, 2.2300331592559814]","[2.1701853275299072, 2.274517774581909, 2.290365219116211, 2.1002261638641357, 2.231119394302368]","[1.8163299560546875, 2.089646100997925, 1.909424066543579, 1.9799174070358276, 1.9046995639801025]","[1.8427518606185913, 2.1076104640960693, 1.904563307762146, 2.027329921722412, 1.9167323112487793]","[2.3939008712768555, 2.3219923973083496, 2.396791934967041, 2.378488779067993, 2.3961687088012695]","[2.3945252895355225, 2.317380428314209, 2.3973240852355957, 2.3829331398010254, 2.3975563049316406]","[1.5477920770645142, 1.5478506088256836, 1.550889492034912, 1.5509926080703735, 1.5494139194488525]","[1.5879783630371094, 1.596505880355835, 1.622726559638977, 1.5812463760375977, 1.5871424674987793]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.397900104522705, 2.3978800773620605, 2.397899627685547, 2.3979146480560303, 2.3978981971740723]","[2.3975331783294678, 2.3972885608673096, 2.397459030151367, 2.3972513675689697, 2.396977663040161]","[2.397969961166382, 2.398040771484375, 2.3979742527008057, 2.3980367183685303, 2.398101568222046]","[2.3978898525238037, 2.3978869915008545, 2.397888660430908, 2.397886276245117, 2.3978824615478516]","[2.3979008197784424, 2.3979036808013916, 2.397902488708496, 2.397904634475708, 2.3979082107543945]","[2.2107927799224854, 2.2478690147399902, 2.3591418266296387, 1.9404751062393188, 2.1021029949188232]","[2.219081401824951, 2.256117820739746, 2.3592941761016846, 1.9835309982299805, 2.1318540573120117]","[2.446674108505249, 2.104008913040161, 2.454712390899658, 2.44524884223938, 2.0462043285369873]","[2.452131509780884, 2.1135339736938477, 2.452131509780884, 2.452131509780884, 2.1023802757263184]",SMOTE,layer_normalisation,features
Vowel,10361,7.0,1.0,990.0,11.0,141.42857142857142,1.5714285714285714,90.0,1.0,0.2857142857142857,0.2473992975463384,0.0,0.7195535262743835,1.2806903872253992,0.3846299118066929,"[2.14072847366333, 2.2122275829315186, 2.3944766521453857, 2.3537375926971436, 2.2761950492858887]","[2.169158935546875, 2.2409980297088623, 2.3958170413970947, 2.3596184253692627, 2.2834722995758057]","[1.8415813446044922, 1.987217903137207, 1.9070699214935303, 1.8159276247024536, 2.0107133388519287]","[1.9094219207763672, 2.0392191410064697, 2.006880521774292, 1.8444463014602661, 2.0676963329315186]","[2.3962643146514893, 2.39620304107666, 2.3965611457824707, 2.395477056503296, 2.3950276374816895]","[2.397382974624634, 2.3978617191314697, 2.3976001739501953, 2.396646738052368, 2.39634370803833]","[1.5524379014968872, 1.5630697011947632, 1.554141879081726, 1.5585951805114746, 1.5680904388427734]","[1.701462745666504, 1.6821303367614746, 1.6927227973937988, 1.6782035827636719, 1.6882669925689697]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3979105949401855, 2.397902727127075, 2.3978912830352783, 2.3979058265686035, 2.397902488708496]","[2.3972558975219727, 2.39691162109375, 2.397116184234619, 2.3970258235931396, 2.397274971008301]","[2.398038625717163, 2.3980836868286133, 2.3980495929718018, 2.3980469703674316, 2.397998809814453]","[2.397886037826538, 2.3978803157806396, 2.397883653640747, 2.397881269454956, 2.3978848457336426]","[2.39790415763855, 2.397909641265869, 2.3979074954986572, 2.39790940284729, 2.3979058265686035]","[2.2368688583374023, 2.387244462966919, 2.3932154178619385, 2.323394298553467, 2.185448169708252]","[2.2418432235717773, 2.3904643058776855, 2.394965171813965, 2.344371795654297, 2.2096638679504395]","[2.45141339302063, 1.9044263362884521, 2.45786714553833, 1.8828483819961548, 2.456289768218994]","[2.4521312713623047, 1.9547641277313232, 2.4521312713623047, 1.9548002481460571, 2.4521312713623047]",SMOTE,layer_normalisation,features
Vowel,18937,12.0,1.0,120.0,11.0,10.0,0.9166666666666666,10.909090909090908,0.9090909090909092,0.25,0.2449482483075366,0.0,0.6502755503871014,1.2775551958504583,-0.1843382559604935,"[2.3953633308410645, 2.3924665451049805, 2.391761541366577, 2.3941409587860107, 2.3913748264312744]","[2.3991546630859375, 2.400075674057007, 2.399599552154541, 2.39754056930542, 2.399778366088867]","[2.394454002380371, 2.3886008262634277, 2.3902928829193115, 2.392763137817383, 2.3908660411834717]","[2.398672103881836, 2.39916729927063, 2.398775577545166, 2.3963675498962402, 2.399522542953491]","[2.3953003883361816, 2.3923914432525635, 2.3914895057678223, 2.395022392272949, 2.3920719623565674]","[2.3993711471557617, 2.400501251220703, 2.399934768676758, 2.3976871967315674, 2.400578498840332]","[1.5826935768127441, 1.5432345867156982, 1.5432798862457275, 1.5562496185302734, 1.5939197540283203]","[1.9818757772445679, 1.8656861782073975, 1.8918707370758057, 2.0430068969726562, 1.91269850730896]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3979568481445312, 2.398010730743408, 2.3978185653686523, 2.398056983947754, 2.39766788482666]","[2.3961822986602783, 2.393986940383911, 2.3934061527252197, 2.39528751373291, 2.3935365676879883]","[2.3991448879241943, 2.399489402770996, 2.3991007804870605, 2.397473096847534, 2.3990087509155273]","[2.397826910018921, 2.3977596759796143, 2.397716999053955, 2.397791624069214, 2.397731065750122]","[2.398050308227539, 2.398127794265747, 2.398162841796875, 2.3979506492614746, 2.3981096744537354]","[2.395536422729492, 2.3917417526245117, 2.391864776611328, 2.3943896293640137, 2.391350269317627]","[2.399240016937256, 2.400404691696167, 2.3995072841644287, 2.39766263961792, 2.4000959396362305]","[1.5820293426513672, 2.4391443729400635, 2.4391443729400635, 2.339500665664673, 2.4261574745178223]","[2.069493293762207, 2.459707260131836, 2.459707260131836, 2.3686604499816895, 2.459707260131836]",SMOTE,layer_normalisation,instances
Vowel,44964,12.0,1.0,340.0,11.0,28.33333333333333,0.9166666666666666,30.90909090909091,0.967741935483871,0.3333333333333333,0.2720225952543405,0.0,0.7455243208632072,1.312616659883317,-0.2654251048079519,"[2.396460771560669, 2.3961923122406006, 2.3967037200927734, 2.3960800170898438, 2.3966727256774902]","[2.3982505798339844, 2.39796781539917, 2.397753953933716, 2.3978042602539062, 2.398050546646118]","[2.3955118656158447, 2.395026445388794, 2.396527051925659, 2.395491361618042, 2.3962488174438477]","[2.397737979888916, 2.3971755504608154, 2.3975937366485596, 2.39715838432312, 2.397827386856079]","[2.3967134952545166, 2.3963797092437744, 2.396864414215088, 2.396496057510376, 2.3967270851135254]","[2.3981359004974365, 2.3981993198394775, 2.3978796005249023, 2.3979172706604004, 2.3980677127838135]","[1.5432753562927246, 1.5663087368011475, 1.547866940498352, 1.5570448637008667, 1.5432932376861572]","[1.817936658859253, 1.8231264352798462, 1.7542942762374878, 1.8417472839355469, 1.7502466440200806]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3979299068450928, 2.397844076156616, 2.39785099029541, 2.397853136062622, 2.397909641265869]","[2.3968846797943115, 2.396648406982422, 2.3970859050750732, 2.396806478500366, 2.396970510482788]","[2.3982832431793213, 2.398033857345581, 2.398003101348877, 2.3979761600494385, 2.398145914077759]","[2.3978588581085205, 2.397847890853882, 2.397869348526001, 2.3978524208068848, 2.3978655338287354]","[2.3979523181915283, 2.397951126098633, 2.397919178009033, 2.3979361057281494, 2.397935152053833]","[2.396564483642578, 2.396113157272339, 2.3968844413757324, 2.3961377143859863, 2.396585702896118]","[2.398240566253662, 2.3981106281280518, 2.3978190422058105, 2.3979618549346924, 2.3980250358581543]","[2.2959978580474854, 2.4508745670318604, 2.4558844566345215, 2.2802212238311768, 2.4374170303344727]","[2.321962594985962, 2.454805374145508, 2.454805374145508, 2.3500521183013916, 2.454805374145508]",SMOTE,layer_normalisation,instances
Vowel,75757,12.0,1.0,559.0,11.0,46.583333333333336,0.9166666666666666,50.81818181818182,0.9803921568627452,0.4166666666666667,0.2784423991253182,0.0,0.7606357684157361,1.3210705083875829,-0.2823571537839926,"[2.230257272720337, 2.396472930908203, 2.3947455883026123, 2.3912079334259033, 2.3959333896636963]","[2.2533199787139893, 2.3977203369140625, 2.3966434001922607, 2.393632411956787, 2.3971447944641113]","[2.1591596603393555, 2.180208206176758, 2.294996500015259, 2.219724416732788, 2.2500128746032715]","[2.193233013153076, 2.195747137069702, 2.349181652069092, 2.235229969024658, 2.267134189605713]","[2.3485474586486816, 2.396832227706909, 2.395542621612549, 2.3962013721466064, 2.396533489227295]","[2.36796236038208, 2.3980729579925537, 2.397876501083374, 2.3979430198669434, 2.3976244926452637]","[1.55156409740448, 1.554348349571228, 1.5459294319152832, 1.554342269897461, 1.5512703657150269]","[1.6586414575576782, 1.6768993139266968, 1.661730170249939, 1.649075984954834, 1.6582225561141968]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.397895336151123, 2.3979787826538086, 2.3978753089904785, 2.3978569507598877, 2.3979275226593018]","[2.3965840339660645, 2.3971924781799316, 2.396674633026123, 2.3967549800872803, 2.3969380855560303]","[2.398195266723633, 2.3981361389160156, 2.398252487182617, 2.398099422454834, 2.3978474140167236]","[2.397873640060425, 2.3978824615478516, 2.3978652954101562, 2.3978703022003174, 2.397873878479004]","[2.397921562194824, 2.3979127407073975, 2.3979339599609375, 2.397918939590454, 2.3979105949401855]","[2.3116321563720703, 2.396237850189209, 2.395660400390625, 2.3924179077148438, 2.3960113525390625]","[2.332246780395508, 2.3974008560180664, 2.397772789001465, 2.3948757648468018, 2.3971211910247803]","[2.1668174266815186, 1.5959211587905884, 2.049569845199585, 2.442481756210327, 2.445275068283081]","[2.1681432723999023, 1.7808877229690552, 2.0970711708068848, 2.4537551403045654, 2.4537551403045654]",SMOTE,layer_normalisation,instances
Vowel,47349,12.0,1.0,642.0,11.0,53.5,0.9166666666666666,58.36363636363637,0.9830508474576272,0.3333333333333333,0.2907156736140082,0.0,0.773648684814181,1.337384276248892,-0.3126556357940244,"[2.396333932876587, 2.3925790786743164, 2.395733594894409, 2.3952367305755615, 2.3055949211120605]","[2.3969740867614746, 2.3944270610809326, 2.397581100463867, 2.39678955078125, 2.3228039741516113]","[1.9942429065704346, 2.270753860473633, 2.024434804916382, 2.0369815826416016, 2.209219217300415]","[2.0101616382598877, 2.2826311588287354, 2.047301769256592, 2.0636162757873535, 2.2228267192840576]","[2.397111177444458, 2.3954272270202637, 2.3959062099456787, 2.3963913917541504, 2.3308961391448975]","[2.3975930213928223, 2.3972930908203125, 2.3978352546691895, 2.397707939147949, 2.346451997756958]","[1.5455855131149292, 1.550475835800171, 1.5529088973999023, 1.552941083908081, 1.5503661632537842]","[1.5807454586029053, 1.6164976358413696, 1.6475577354431152, 1.6131230592727661, 1.6332697868347168]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.397874355316162, 2.397871732711792, 2.3978753089904785, 2.397965908050537, 2.397979497909546]","[2.39738392829895, 2.3971002101898193, 2.396605968475342, 2.396761894226074, 2.395139455795288]","[2.3979127407073975, 2.3981101512908936, 2.3980443477630615, 2.3979265689849854, 2.398521661758423]","[2.397885322570801, 2.3978793621063232, 2.3978710174560547, 2.397871732711792, 2.397839069366455]","[2.397904396057129, 2.397915840148926, 2.397918939590454, 2.397916793823242, 2.397958517074585]","[2.39681077003479, 2.3961212635040283, 2.395223379135132, 2.3958117961883545, 2.3190107345581055]","[2.3974430561065674, 2.3974547386169434, 2.3972413539886475, 2.3972346782684326, 2.334925889968872]","[1.759328007698059, 2.450357437133789, 2.44547963142395, 2.448150157928467, 2.438417673110962]","[1.8063448667526245, 2.4577693939208984, 2.4577693939208984, 2.4577693939208984, 2.4577693939208984]",SMOTE,layer_normalisation,instances
Vowel,31095,12.0,1.0,886.0,11.0,73.83333333333333,0.9166666666666666,80.54545454545455,0.9876543209876544,0.3333333333333333,0.2824751942421521,0.0,0.7796764936064497,1.3264088721113705,-0.2925997851660842,"[2.02622652053833, 2.1001954078674316, 2.254437208175659, 2.0903615951538086, 2.381516695022583]","[2.0525741577148438, 2.1224429607391357, 2.27030611038208, 2.097151756286621, 2.3848166465759277]","[1.9924730062484741, 1.9841270446777344, 1.777282476425171, 2.0234532356262207, 1.7959116697311401]","[2.035733222961426, 2.001173734664917, 1.8203821182250977, 2.0268802642822266, 1.8452906608581543]","[2.396183729171753, 2.3246123790740967, 2.348228693008423, 2.395936965942383, 2.3936562538146973]","[2.3975884914398193, 2.3258256912231445, 2.3453309535980225, 2.3961777687072754, 2.3959739208221436]","[1.5466428995132446, 1.54486882686615, 1.5448788404464722, 1.5448728799819946, 1.5484098196029663]","[1.5894923210144043, 1.58759605884552, 1.5842872858047485, 1.5924031734466553, 1.6049429178237915]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3978891372680664, 2.3979227542877197, 2.397878646850586, 2.3979101181030273, 2.397890329360962]","[2.3972625732421875, 2.3971598148345947, 2.3973605632781982, 2.3976681232452393, 2.3966498374938965]","[2.3981595039367676, 2.3977651596069336, 2.398012161254883, 2.3979852199554443, 2.398253917694092]","[2.3978865146636963, 2.397883415222168, 2.3978869915008545, 2.3978919982910156, 2.3978757858276367]","[2.3979060649871826, 2.397901773452759, 2.39790678024292, 2.397900104522705, 2.397918701171875]","[2.276214838027954, 2.248119831085205, 2.1538586616516113, 2.38600754737854, 2.217637062072754]","[2.2829673290252686, 2.24936842918396, 2.1690673828125, 2.385716199874878, 2.229045867919922]","[2.225865364074707, 2.4494009017944336, 2.3662846088409424, 2.3413479328155518, 2.4460387229919434]","[2.2615628242492676, 2.453152894973755, 2.363088846206665, 2.3576481342315674, 2.453152894973755]",SMOTE,layer_normalisation,instances
Waveform_21,90484,16.0,1.0,5000.0,3.0,312.5,0.1875,1666.6666666666667,0.9711084905660378,1.0,0.1533289877981321,0.0,0.2514037376490254,1.1657084197118774,-0.5522160951145848,"[0.6108249425888062, 0.6198933720588684, 0.614925742149353, 0.63493812084198, 0.6180155873298645]","[0.7209144830703735, 0.744713544845581, 0.7252776026725769, 0.7187179327011108, 0.7352980971336365]","[0.5740677714347839, 0.5830658078193665, 0.5764429569244385, 0.5836857557296753, 0.5816377997398376]","[0.7477048635482788, 0.7582818865776062, 0.7494766712188721, 0.7557400465011597, 0.7446121573448181]","[0.6642016172409058, 0.6542656421661377, 0.6497125029563904, 0.6508535742759705, 0.6519261002540588]","[0.7251406311988831, 0.7424187660217285, 0.7317745685577393, 0.7309389710426331, 0.7288670539855957]","[0.6801232695579529, 0.7124850153923035, 0.804490327835083, 0.7208573222160339, 0.7027407884597778]","[0.7191095948219299, 0.7308750152587891, 0.7819045782089233, 0.7562409043312073, 0.7354025840759277]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6783156991004944, 0.6357706785202026, 0.632855236530304, 0.6330060362815857, 0.624023973941803]","[0.7393942475318909, 0.7293217182159424, 0.730572521686554, 0.7228766679763794, 0.7264643907546997]","[1.0986018180847168, 1.098596453666687, 1.0986000299453735, 1.0985136032104492, 1.0985788106918335]","[1.098596215248108, 1.0985910892486572, 1.0986255407333374, 1.0986213684082031, 1.0985954999923706]","[0.6199370622634888, 0.6233254075050354, 0.6202023029327393, 0.6083258390426636, 0.6189500093460083]","[0.7189990282058716, 0.7501547932624817, 0.7312129139900208, 0.7181413173675537, 0.7285646200180054]","[1.221757173538208, 1.2142572402954102, 1.216444730758667, 1.2248821258544922, 1.2123823165893555]","[1.2224448919296265, 1.2124449014663696, 1.2224448919296265, 1.2194448709487915, 1.2124449014663696]",batch_normalisation,baseline,features
Waveform_21,85478,15.0,1.0,5000.0,3.0,333.3333333333333,0.2,1666.6666666666667,0.9711084905660378,1.0,0.1618705337272244,0.0164990235581972,0.2643178715972911,1.1757080169324257,-0.5475676266625935,"[0.6164495944976807, 0.6189501881599426, 0.6211382150650024, 0.6242352724075317, 0.6220750212669373]","[0.7154430747032166, 0.7140847444534302, 0.7144622206687927, 0.7076245546340942, 0.7046301364898682]","[0.5847583413124084, 0.582453191280365, 0.5820866823196411, 0.580290675163269, 0.5780181288719177]","[0.7338702082633972, 0.7365328073501587, 0.7285542488098145, 0.730037271976471, 0.7359535098075867]","[0.6539934873580933, 0.6554930210113525, 0.6634148955345154, 0.6679153442382812, 0.6520890593528748]","[0.7273488640785217, 0.7275048494338989, 0.7084198594093323, 0.7272810935974121, 0.7085210084915161]","[0.7036935091018677, 0.6931362748146057, 0.7051643133163452, 0.7188699245452881, 0.7080554962158203]","[0.7045289874076843, 0.7147743105888367, 0.7245604395866394, 0.738803505897522, 0.7146263122558594]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6738513112068176, 0.6254302859306335, 0.668054461479187, 0.6310510635375977, 0.6591151356697083]","[0.7344945669174194, 0.7216759920120239, 0.7310509085655212, 0.7154616713523865, 0.708522379398346]","[1.0985875129699707, 1.0985777378082275, 1.0986016988754272, 1.0985685586929321, 1.0985931158065796]","[1.0985902547836304, 1.0985941886901855, 1.0985978841781616, 1.098590612411499, 1.0986180305480957]","[0.6245754361152649, 0.6208256483078003, 0.6195749044418335, 0.6186379790306091, 0.6183016896247864]","[0.7227237820625305, 0.71599942445755, 0.7048431634902954, 0.6954449415206909, 0.7105310559272766]","[0.7333443760871887, 1.2220696210861206, 1.221757173538208, 1.218007206916809, 1.22331964969635]","[0.7566583752632141, 1.2224448919296265, 1.2224448919296265, 1.2194448709487915, 1.2194448709487915]",batch_normalisation,weight_normalisation,features
Waveform_21,85975,17.0,1.0,5000.0,3.0,294.11764705882354,0.1764705882352941,1666.6666666666667,0.9711084905660378,1.0,0.1806878179275297,0.0120993649642677,0.2760234358634994,1.198041113950133,-0.6423691819879433,"[0.6102002859115601, 0.6095750331878662, 0.6048874855041504, 0.6080145239830017, 0.6105127334594727]","[0.7063536643981934, 0.7096102237701416, 0.7113931179046631, 0.7121350169181824, 0.714566171169281]","[0.5730366110801697, 0.573314905166626, 0.572904109954834, 0.573955237865448, 0.5759599804878235]","[0.7237229943275452, 0.723698616027832, 0.7346965670585632, 0.7373105883598328, 0.7297733426094055]","[0.6293668150901794, 0.6461407542228699, 0.6518043279647827, 0.640142023563385, 0.6448188424110413]","[0.7060884237289429, 0.7097266316413879, 0.7226047515869141, 0.7142855525016785, 0.7238948345184326]","[0.6627825498580933, 0.6628707647323608, 0.694431722164154, 0.6799118518829346, 0.6388477683067322]","[0.7126697301864624, 0.7086670398712158, 0.7120843529701233, 0.709280788898468, 0.708427369594574]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6267184615135193, 0.706298828125, 0.6649448871612549, 0.6323828101158142, 0.6528155207633972]","[0.714673638343811, 0.7468797564506531, 0.7196738719940186, 0.7154203653335571, 0.7258380651473999]","[1.0985835790634155, 1.0986045598983765, 1.0985126495361328, 1.0986125469207764, 1.0985828638076782]","[1.0986053943634033, 1.0985908508300781, 1.0986233949661255, 1.0986148118972778, 1.0985897779464722]","[0.6065004467964172, 0.6027001142501831, 0.607387125492096, 0.6150703430175781, 0.6127007603645325]","[0.7058255672454834, 0.7039021253585815, 0.7131991386413574, 0.7158817648887634, 0.7233341932296753]","[1.2226946353912354, 1.2211321592330933, 1.2270697355270386, 1.2186322212219238, 1.2226946353912354]","[1.219444751739502, 1.222444772720337, 1.222444772720337, 1.219444751739502, 1.222444772720337]",batch_normalisation,layer_normalisation,features
Waveform_21,52012,16.0,1.0,5000.0,3.0,312.5,0.1875,1666.6666666666667,0.9711084905660378,1.0,0.1412006629534531,0.0,0.2514037376490254,1.1516557194382524,-0.5137540330741293,"[0.6308284997940063, 0.6410929560661316, 0.6395015716552734, 0.6308243870735168, 0.6383247375488281]","[0.7496616840362549, 0.758376955986023, 0.756619930267334, 0.7552216053009033, 0.7614273428916931]","[0.591637372970581, 0.6002564430236816, 0.5887621641159058, 0.5904347896575928, 0.5896066427230835]","[0.7733868956565857, 0.7806450724601746, 0.7866988778114319, 0.7829031944274902, 0.7899974584579468]","[0.6553063988685608, 0.6587751507759094, 0.6519054770469666, 0.6577053666114807, 0.6593806147575378]","[0.7510295510292053, 0.7653252482414246, 0.7532897591590881, 0.7573531270027161, 0.764227032661438]","[0.6822605729103088, 0.716582179069519, 0.674712061882019, 0.716185450553894, 1.2167549133300781]","[0.7462937235832214, 0.7516105771064758, 0.7521793842315674, 0.7435981631278992, 1.2224420309066772]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6660118699073792, 0.637998104095459, 0.6328423023223877, 0.6816269755363464, 0.7509360909461975]","[0.7716673016548157, 0.764158308506012, 0.7626960277557373, 0.7697563767433167, 0.7921154499053955]","[1.098576545715332, 1.0985559225082397, 1.0985949039459229, 1.0985772609710693, 1.0985994338989258]","[1.0986031293869019, 1.0986014604568481, 1.0985910892486572, 1.0986073017120361, 1.098610758781433]","[0.6230126023292542, 0.6382886171340942, 0.6273626089096069, 0.6289501190185547, 0.6308290958404541]","[0.7495502233505249, 0.7540987730026245, 0.7505761384963989, 0.758579432964325, 0.7531504034996033]","[1.2214447259902954, 1.2089447975158691, 1.2195696830749512, 1.2148821353912354, 1.2167571783065796]","[1.2224448919296265, 1.2124449014663696, 1.219444751739502, 1.2194448709487915, 1.2224448919296265]",batch_normalisation,weight_normalisation,features
Waveform_21,74844,11.0,1.0,5000.0,3.0,454.54545454545456,0.2727272727272727,1666.6666666666667,0.9711084905660378,1.0,0.1841697642827603,0.0024918583568585,0.2718271442676194,1.2022198997723512,-0.4577473124063309,"[0.632702112197876, 0.6295779943466187, 0.6355127692222595, 0.6509121656417847, 0.6286433935165405]","[0.7495036721229553, 0.7441191673278809, 0.7559495568275452, 0.7531967163085938, 0.752095639705658]","[0.6038285493850708, 0.5957805514335632, 0.5935393571853638, 0.6009506583213806, 0.5975711941719055]","[0.7704404592514038, 0.7714020609855652, 0.7677180767059326, 0.7672997117042542, 0.7695527672767639]","[0.6762505769729614, 0.6795280575752258, 0.6827566623687744, 0.6656800508499146, 0.6778458952903748]","[0.755896270275116, 0.7468560934066772, 0.7493346333503723, 0.7487246990203857, 0.7302265763282776]","[0.7149316072463989, 0.7410781979560852, 0.6681597232818604, 0.7235704064369202, 0.7028124928474426]","[0.7369533777236938, 0.7628092169761658, 0.7528754472732544, 0.7476274371147156, 0.7504359483718872]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6853324770927429, 0.673920750617981, 0.6673113703727722, 0.6511167883872986, 0.672540545463562]","[0.7467063069343567, 0.75113445520401, 0.7578882575035095, 0.7366571426391602, 0.7379233837127686]","[1.098597764968872, 1.0984773635864258, 1.098610758781433, 1.098517894744873, 1.0986008644104004]","[1.0985984802246094, 1.0986446142196655, 1.0986167192459106, 1.0986360311508179, 1.0986268520355225]","[0.6289571523666382, 0.6367673277854919, 0.6289514303207397, 0.6405146718025208, 0.6282839775085449]","[0.7559560537338257, 0.7405117154121399, 0.7497562766075134, 0.7464690208435059, 0.7497162818908691]","[1.2226946353912354, 1.2251946926116943, 1.2208197116851807, 1.228319764137268, 1.2136322259902954]","[1.2224448919296265, 1.2224448919296265, 1.2224448919296265, 1.2194448709487915, 1.2194448709487915]",batch_normalisation,prune,features
Waveform_21,25720,11.0,1.0,5000.0,3.0,454.54545454545456,0.2727272727272727,1666.6666666666667,0.9711084905660378,1.0,0.1584456985348896,0.0203825594066198,0.2609142442080026,1.17168829810648,-0.3697111970898424,"[0.6417707800865173, 0.6520347595214844, 0.6352015137672424, 0.6439388394355774, 0.6426831483840942]","[0.7441995739936829, 0.7622823715209961, 0.7630313634872437, 0.7584543824195862, 0.7578364610671997]","[0.5973104238510132, 0.5993310809135437, 0.6032266616821289, 0.6042236089706421, 0.5959464311599731]","[0.7746077179908752, 0.786049485206604, 0.7787208557128906, 0.7897234559059143, 0.7695845365524292]","[0.6795677542686462, 0.6871727108955383, 0.6935144662857056, 0.6911917924880981, 0.6740553379058838]","[0.7595957517623901, 0.759495735168457, 0.7636138200759888, 0.7566805481910706, 0.7533171772956848]","[0.7119027376174927, 0.6638568639755249, 0.734442949295044, 0.7021422982215881, 0.6955642700195312]","[0.7454233765602112, 0.7500473856925964, 0.774951696395874, 0.7486435770988464, 0.7498073577880859]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6669635772705078, 0.6953313946723938, 0.6748265027999878, 0.6542268395423889, 0.667346179485321]","[0.7427142262458801, 0.7609342336654663, 0.7578147053718567, 0.7485513687133789, 0.753444254398346]","[1.0985918045043945, 1.0986101627349854, 1.0985854864120483, 1.0985060930252075, 1.098586082458496]","[1.0986136198043823, 1.0986026525497437, 1.0985945463180542, 1.0986394882202148, 1.0985933542251587]","[0.6339513063430786, 0.654628574848175, 0.6320764422416687, 0.6411001682281494, 0.6376801133155823]","[0.7514238357543945, 0.7745060920715332, 0.7644520401954651, 0.7498493790626526, 0.7502602338790894]","[1.2236322164535522, 1.219257116317749, 1.2117573022842407, 1.2161321640014648, 1.2198821306228638]","[1.219444751739502, 1.219444751739502, 1.21244478225708, 1.219444751739502, 1.222444772720337]",batch_normalisation,prune,features
Waveform_21,27186,13.0,1.0,5000.0,3.0,384.61538461538464,0.2307692307692307,1666.6666666666667,0.9711084905660378,1.0,0.1400551581783767,0.000134269774024,0.2679841590343772,1.1503372476144496,-0.3966486761896925,"[0.6411375403404236, 0.6367620229721069, 0.6364502310752869, 0.6354888677597046, 0.6351974606513977]","[0.7490385174751282, 0.7416492104530334, 0.7470757365226746, 0.7416180968284607, 0.7440716028213501]","[0.5964491367340088, 0.5957337617874146, 0.603594183921814, 0.5978990197181702, 0.5984698534011841]","[0.7619069814682007, 0.7589278221130371, 0.7667770981788635, 0.7479996085166931, 0.7578439712524414]","[0.6718809604644775, 0.6836704611778259, 0.6743467450141907, 0.6692225337028503, 0.667901873588562]","[0.75186687707901, 0.7389886379241943, 0.7582815885543823, 0.73532634973526, 0.7435250878334045]","[0.7370542883872986, 0.6805112957954407, 0.6938897371292114, 0.7216469645500183, 0.7168419361114502]","[0.7470122575759888, 0.7354201078414917, 0.7280309200286865, 0.7281832695007324, 0.7394877076148987]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6745474338531494, 0.6627466678619385, 0.645576000213623, 0.6482188105583191, 0.6416239738464355]","[0.7544642090797424, 0.7559292316436768, 0.7443463802337646, 0.7330976724624634, 0.7381465435028076]","[1.0985758304595947, 1.0986013412475586, 1.0985580682754517, 1.0986021757125854, 1.0985543727874756]","[1.0985937118530273, 1.0986077785491943, 1.0986164808273315, 1.0986019372940063, 1.0986111164093018]","[0.6417232155799866, 0.6320750117301941, 0.6414511203765869, 0.6326783895492554, 0.639262318611145]","[0.7431848645210266, 0.7389745712280273, 0.7441703081130981, 0.7303636074066162, 0.7431681156158447]","[1.212694764137268, 1.2136322259902954, 1.2273821830749512, 1.2145698070526123, 1.2092571258544922]","[1.21244478225708, 1.21244478225708, 1.222444772720337, 1.21244478225708, 1.21244478225708]",batch_normalisation,layer_normalisation,features
