dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,SMOTE_testing_loss,layer_normalisation_testing_loss,batch_normalisation_testing_loss,weight_decay_testing_loss,baseline_testing_loss,dropout_testing_loss,prune_testing_loss,weight_normalisation_testing_loss,weight_perturbation_testing_loss
Vowel,8.0,1.0,990.0,11.0,123.75,1.375,90.0,1.0,0.5,0.2541019805076215,0.0,0.7150130975594378,1.2893032813667515,0.1795929669694408,5,1,2,4,3,3,2,2,4
Vowel,11.0,1.0,990.0,11.0,90.0,1.0,90.0,1.0,0.4545454545454545,0.3030470848518892,0.0,0.7761661435510443,1.3539782148051436,-0.2806712545944905,5,1,3,2,4,3,2,3,3
Vowel,6.0,1.0,990.0,11.0,165.0,1.8333333333333333,90.0,1.0,0.3333333333333333,0.125705352608541,0.0,0.2657192217260951,1.1339480042336625,2.179253737727536,4,1,3,3,2,2,2,3,3
Vowel,8.0,1.0,990.0,11.0,123.75,1.375,90.0,1.0,0.625,0.3058336532290051,0.1052529355596583,0.7795111493657414,1.357756429363621,-0.0199348373366995,6,1,4,5,4,5,3,2,5
Vowel,12.0,1.0,201.0,11.0,16.75,0.9166666666666666,18.27272727272728,0.9473684210526316,0.3333333333333333,0.2716780720283279,0.0,0.7978144941524192,1.3121645108495306,-0.2645705519899286,4,3,2,1,1,3,2,1,1
Vowel,12.0,1.0,407.0,11.0,33.916666666666664,0.9166666666666666,37.0,1.0,0.25,0.2650067308933705,0.0,0.7905035798552271,1.303439749062809,-0.2459640349779139,6,1,5,3,3,4,2,2,3
Vowel,12.0,1.0,512.0,11.0,42.66666666666666,0.9166666666666666,46.54545454545455,0.9787234042553192,0.3333333333333333,0.2787761117828131,0.0,0.7576092662027376,1.3215114399057972,-0.2832246880177021,5,1,2,4,2,2,2,3,3
Vowel,12.0,1.0,641.0,11.0,53.41666666666666,0.9166666666666666,58.27272727272727,0.9830508474576272,0.3333333333333333,0.28496732011831,0.0,0.7760008613276166,1.3297185723657872,-0.2987891437202321,4,2,3,2,3,3,1,1,2
Vowel,12.0,1.0,862.0,11.0,71.83333333333333,0.9166666666666666,78.36363636363636,0.9873417721518988,0.3333333333333333,0.2774045903189683,0.0,0.7668290308630565,1.3197002009617165,-0.279669317917948,5,1,3,1,3,4,1,1,2
Waveform_21,13.0,1.0,5000.0,3.0,384.61538461538464,0.2307692307692307,1666.6666666666667,0.9711084905660378,1.0,0.1689092459336865,0.0019658960971598,0.2689277239120864,1.1840126800825954,-0.4997167583913013,-1,5,2,1,4,3,1,3,4
Waveform_21,16.0,1.0,5000.0,3.0,312.5,0.1875,1666.6666666666667,0.9711084905660378,1.0,0.16514843600002,0.0074820439739284,0.2710517992058399,1.1795681961019555,-0.584263378138395,-1,5,1,2,4,4,3,4,4
Waveform_21,13.0,1.0,5000.0,3.0,384.61538461538464,0.2307692307692307,1666.6666666666667,0.9711084905660378,1.0,0.1611534205400753,0.0019658960971598,0.2612575205712253,1.1748652034416989,-0.4756396432034052,-1,4,2,1,2,3,2,2,2
Waveform_21,12.0,1.0,5000.0,3.0,416.6666666666667,0.25,1666.6666666666667,0.9711084905660378,1.0,0.1712454492494028,0.0011528001591898,0.2772395725899137,1.1867820080286726,-0.4654203216158148,-1,5,3,1,3,4,2,3,3
Waveform_21,14.0,1.0,5000.0,3.0,357.1428571428572,0.2142857142857142,1666.6666666666667,0.9711084905660378,1.0,0.1644108696056738,0.001087068497128,0.2680248986616746,1.1786985070068223,-0.522740954306926,-1,5,1,1,4,4,2,3,2
Waveform_21,17.0,1.0,5000.0,3.0,294.11764705882354,0.1764705882352941,1666.6666666666667,0.9711084905660378,1.0,0.1574613967102088,0.0,0.2760234358634994,1.1705355705856662,-0.5896166712584068,-1,5,2,1,2,4,3,3,3
Waveform_21,14.0,1.0,5000.0,3.0,357.1428571428572,0.2142857142857142,1666.6666666666667,0.9711084905660378,1.0,0.1548476118207295,0.001087068497128,0.263211692036746,1.1674800373915013,-0.4932658385431554,-1,3,1,1,4,2,2,2,2
Waveform_21,21.0,1.0,240.0,3.0,11.428571428571429,0.1428571428571428,80.0,0.9753086419753086,0.2857142857142857,0.1613451442121295,0.0,0.2990098293285288,1.175090474506879,-0.6757733805929858,-1,2,2,1,1,2,3,1,1
Waveform_21,21.0,1.0,963.0,3.0,45.85714285714285,0.1428571428571428,321.0,0.9694189602446484,0.6190476190476191,0.1681441763262868,0.0,0.2825441406831974,1.1831071743978965,-0.6888945541985195,-1,5,3,4,1,3,4,2,2
Waveform_21,21.0,1.0,1470.0,3.0,70.0,0.1428571428571428,490.0,0.969939879759519,0.7619047619047619,0.1620187917435003,0.0,0.2492382522253819,1.1758823379926635,-0.6771317935257924,-1,3,2,1,1,3,3,2,1
Waveform_21,21.0,1.0,1941.0,3.0,92.42857142857144,0.1428571428571428,647.0,0.969650986342944,0.9047619047619048,0.1690207322316581,0.0,0.2582578397073021,1.1841446886314848,-0.690507582156397,-1,5,4,1,3,4,2,3,4
Waveform_21,21.0,1.0,2561.0,3.0,121.95238095238096,0.1428571428571428,853.6666666666666,0.9700805523590332,0.9047619047619048,0.1658391965604229,0.0,0.2769717897898061,1.1803832767705085,-0.6845688790733461,-1,5,2,1,3,4,4,1,2
Waveform_21,21.0,1.0,3387.0,3.0,161.28571428571428,0.1428571428571428,1129.0,0.9712793733681462,0.9047619047619048,0.1658599491180294,0.0,0.276736305105659,1.1804077729966362,-0.6846072056897639,-1,4,1,1,3,3,2,1,2
Waveform_21,21.0,1.0,3817.0,3.0,181.7619047619048,0.1428571428571428,1272.3333333333333,0.9706563706563708,0.9523809523809524,0.164592580096664,0.004064183928,0.2673581907031006,1.1789127083519866,-0.6821792005846322,-1,5,3,2,3,4,1,2,3
Waveform_21,21.0,1.0,4500.0,3.0,214.28571428571428,0.1428571428571428,1500.0,0.9705304518664049,0.9047619047619048,0.15878949993011,0.0,0.2675415776279979,1.1720911954324953,-0.6705646089258249,-1,4,3,1,3,3,2,2,3
White Wine Quality,11.0,1.0,2042.0,5.0,185.63636363636363,0.4545454545454545,408.4,0.0042553191489361,1.0,0.0853729428743524,0.0192095971656685,0.2191535116021179,1.0891231716928849,-0.000348799543015,4,2,1,3,2,3,3,2,3
White Wine Quality,11.0,1.0,2168.0,5.0,197.0909090909091,0.4545454545454545,433.6,0.0170212765957446,0.9090909090909092,0.0944689318415395,0.0404079768776888,0.262943746544948,1.099075016365786,0.0548722936404579,5,4,3,2,1,1,3,2,1
White Wine Quality,11.0,1.0,3936.0,5.0,357.8181818181818,0.4545454545454545,787.2,0.0732662192393736,0.9090909090909092,0.04666916815275,0.0049723676297905,0.1452057899722914,1.0477753142912491,1.4619727964154328,4,3,3,2,1,2,1,2,1
White Wine Quality,11.0,1.0,3810.0,5.0,346.3636363636364,0.4545454545454545,762.0,0.0027964205816554,1.0,0.0492394743551792,0.0,0.1357963604355057,1.0504718816977223,1.150708020226754,4,1,2,1,3,2,3,1,1
White Wine Quality,11.0,1.0,2963.0,2.0,269.3636363636364,0.1818181818181818,1481.5,0.6571588366890381,1.0,0.0237671694403456,0.0,0.0856935130033234,1.0240518595639283,1.5688267939187464,-1,5,5,4,3,3,1,2,2
White Wine Quality,5.0,1.0,3961.0,7.0,792.2,1.4,565.8571428571429,0.0027964205816554,1.0,0.0412935804028432,0.0169775491397072,0.1000226518937834,1.042158017809054,5.283415494089188,6,1,5,2,1,2,2,4,3
White Wine Quality,5.0,1.0,3961.0,7.0,792.2,1.4,565.8571428571429,0.0027964205816554,1.0,0.0421974945393252,0.0169775491397072,0.1000226518937834,1.0431004650553246,5.148818211655652,-1,1,3,2,2,2,2,3,2
White Wine Quality,6.0,1.0,3961.0,7.0,660.1666666666666,1.1666666666666667,565.8571428571429,0.0027964205816554,1.0,0.0383093758095105,0.0160460148812342,0.0640869664113545,1.0390526409099048,4.64406487591542,6,1,2,1,5,2,3,2,4
White Wine Quality,10.0,1.0,3961.0,7.0,396.1,0.7,565.8571428571429,0.0027964205816554,1.0,0.0395599861957661,0.0085059231499244,0.1011286101718647,1.0403529038261763,2.2793833853436904,4,1,2,2,2,1,3,3,1
White Wine Quality,10.0,1.0,3961.0,7.0,396.1,0.7,565.8571428571429,0.0027964205816554,1.0,0.0395599861957661,0.0085059231499244,0.1011286101718647,1.0403529038261763,2.2793833853436904,3,1,1,1,2,1,2,1,2
White Wine Quality,11.0,1.0,418.0,5.0,38.0,0.4545454545454545,83.6,0.0736842105263157,0.9090909090909092,0.047974182651369,0.0,0.1930676702871778,1.0491435688695403,1.3929323762538242,4,2,1,2,1,2,3,1,1
White Wine Quality,11.0,1.0,1405.0,5.0,127.72727272727272,0.4545454545454545,281.0,0.073667711598746,0.9090909090909092,0.0536580994735743,0.0,0.162694012042555,1.0551237930978872,1.1430353008687806,5,4,2,1,2,2,3,3,2
White Wine Quality,11.0,1.0,2394.0,6.0,217.63636363636363,0.5454545454545454,399.0,0.011090573012939,0.9090909090909092,0.0554193130676112,0.0022179564703508,0.1605597399824252,1.0569837288569808,1.1147848754920762,5,1,4,3,3,4,2,2,2
White Wine Quality,11.0,1.0,2514.0,6.0,228.54545454545453,0.5454545454545454,419.0,0.0114436619718309,0.9090909090909092,0.0459470272003427,0.0043723142822229,0.1437223765188662,1.0470189459630204,1.551164264332259,4,1,3,2,2,1,2,1,3
White Wine Quality,11.0,1.0,3560.0,6.0,323.6363636363636,0.5454545454545454,593.3333333333334,0.0111870727159726,0.9090909090909092,0.05271250064317,0.0132558178948793,0.1661100452885704,1.054126540847791,1.2239234263563652,4,1,1,2,1,1,3,2,1
Wine Quality Red,11.0,1.0,598.0,3.0,54.36363636363637,0.2727272727272727,199.3333333333333,0.0186915887850467,1.0,0.0157924070379256,0.0,0.06146862607629,1.0159177661358785,1.203483179523495,-1,2,1,1,1,1,3,1,1
Wine Quality Red,11.0,1.0,1342.0,5.0,122.0,0.4545454545454545,268.4,0.0173310225303292,1.0,0.053275097125859,0.0,0.150874256734282,1.054719755586597,0.967491444013,4,3,1,1,3,2,3,3,3
Wine Quality Red,11.0,1.0,1279.0,3.0,116.27272727272728,0.2727272727272727,426.3333333333333,0.2894280762564991,0.9090909090909092,0.052163119185279,0.0,0.1716316391298591,1.05354758232108,0.7244722926617542,-1,2,2,1,1,1,1,1,2
Wine Quality Red,11.0,1.0,702.0,2.0,63.81818181818182,0.1818181818181818,351.0,0.3121495327102804,0.8181818181818182,0.028027907841912,0.0072043136312047,0.0676310687513812,1.0284243851260944,0.7795171479795,-1,1,2,2,2,1,2,2,3
Wine Quality Red,11.0,1.0,1296.0,4.0,117.8181818181818,0.3636363636363636,324.0,0.0294627383015597,0.9090909090909092,0.0485719483108571,0.0023366678262051,0.1568056724846225,1.0497708983462126,0.9584664054017636,4,3,1,2,3,1,1,2,3
Wine Quality Red,9.0,1.0,1359.0,6.0,151.0,0.6666666666666666,226.5,0.0173310225303292,1.0,0.0434252897311855,0.0,0.1096361448711897,1.0443819653399042,2.085286703908963,5,4,2,1,1,3,1,1,2
Wine Quality Red,6.0,1.0,1359.0,6.0,226.5,1.0,226.5,0.0173310225303292,1.0,0.0402047549434736,0.0130025196351111,0.096179601538155,1.0410239071628948,3.9986426683631553,4,3,2,1,3,2,1,1,2
Wine Quality Red,10.0,1.0,1359.0,6.0,135.9,0.6,226.5,0.0173310225303292,1.0,0.0535424081411772,0.0,0.1848222736187925,1.0550017314812914,1.2520750617151433,6,5,1,1,3,4,1,2,1
Wine Quality Red,9.0,1.0,1359.0,6.0,151.0,0.6666666666666666,226.5,0.0173310225303292,1.0,0.0416520313611838,0.0,0.1898332868458407,1.042531647309206,2.216637091699653,4,2,2,1,2,1,3,1,1
Wine Quality Red,7.0,1.0,1359.0,6.0,194.1428571428572,0.8571428571428571,226.5,0.0173310225303292,1.0,0.0641895630103481,0.0059894253040515,0.1639719868927069,1.0662945096016885,1.683603209527555,4,3,1,1,2,2,1,1,2
Wine Quality Red,11.0,1.0,299.0,4.0,27.181818181818183,0.3636363636363636,74.75,0.0923076923076923,0.9090909090909092,0.0591261272330644,0.0,0.1499141582879049,1.0609090418239795,0.7161436224932217,4,2,1,3,1,1,2,2,2
Wine Quality Red,11.0,1.0,439.0,4.0,39.90909090909091,0.3636363636363636,109.75,0.0947368421052631,0.9090909090909092,0.0484105026485563,0.0,0.1666487354090224,1.0496014310685116,1.1034195474224813,5,2,3,2,1,2,2,2,4
Wine Quality Red,11.0,1.0,746.0,4.0,67.81818181818181,0.3636363636363636,186.5,0.0928792569659442,0.9090909090909092,0.048518512251047,0.0,0.1633203790083506,1.0497148042244395,1.093974692235377,4,1,3,2,2,1,3,2,2
Wine Quality Red,11.0,1.0,1030.0,5.0,93.63636363636364,0.4545454545454545,206.0,0.0294784580498866,1.0,0.0525388695848112,0.0,0.1674122774932991,1.0539435276297089,1.02337302043918,4,1,2,2,2,2,3,2,1
Wine Quality Red,11.0,1.0,1214.0,5.0,110.36363636363636,0.4545454545454545,242.8,0.0289017341040462,1.0,0.0615418775861798,0.0106110069958758,0.1438494391638574,1.0634750313635637,0.7289382867735895,4,2,1,3,3,1,1,2,3
Yeast,8.0,1.0,831.0,6.0,103.875,0.75,138.5,0.045662100456621,1.0,0.1235782180491912,0.0,0.2882878042125019,1.131538507815423,0.2593030449983736,7,2,1,3,4,6,5,3,5
Yeast,8.0,1.0,555.0,6.0,69.375,0.75,92.5,0.081967213114754,0.875,0.1779125180019914,0.0,0.4384252906575066,1.1947208001003535,0.006316407877652,7,1,5,4,3,6,1,2,3
Yeast,8.0,1.0,1158.0,8.0,144.75,1.0,144.75,0.0114155251141552,1.0,0.1174391014835903,0.0162049015798566,0.3450871365483148,1.1246131405865074,0.5189456407711857,5,1,3,3,3,4,2,3,2
Yeast,8.0,1.0,552.0,4.0,69.0,0.5,138.0,0.045662100456621,1.0,0.1241646014326925,0.0,0.2977407392207563,1.1322022177694244,-0.2724979647704523,5,1,2,2,3,4,3,2,2
Yeast,8.0,1.0,1189.0,8.0,148.625,1.0,148.625,0.0114155251141552,1.0,0.1177160550440782,0.0,0.3495000150057841,1.1249246493347016,0.573647183462763,-1,1,2,3,3,5,4,2,2
Yeast,6.0,1.0,1453.0,10.0,242.16666666666663,1.6666666666666667,145.3,0.0114155251141552,1.0,0.1122457035291941,0.007125246219851,0.2411720979422642,1.1187877169675562,1.5767651725536602,4,1,2,2,3,2,2,3,2
Yeast,5.0,1.0,1453.0,10.0,290.6,2.0,145.3,0.0114155251141552,1.0,0.1436288885183678,0.0350312566026196,0.2941702954213827,1.1544555972899233,1.4164845048075918,4,1,2,2,3,3,2,2,2
Yeast,6.0,1.0,1453.0,10.0,242.16666666666663,1.6666666666666667,145.3,0.0114155251141552,1.0,0.1455576868456097,0.0173612750305993,0.3002343023902978,1.1566844581353906,0.9870528715504556,5,1,4,3,3,4,3,2,2
Yeast,5.0,1.0,1453.0,10.0,290.6,2.0,145.3,0.0114155251141552,1.0,0.1711329039511756,0.0271525507830796,0.2816239007362546,1.1866484488095204,1.0281136796836818,-1,1,3,3,2,4,2,3,2
Yeast,4.0,1.0,1453.0,10.0,363.25,2.5,145.3,0.0114155251141552,1.0,0.1075975018354976,0.0358330772194559,0.2522407614324558,1.1135994334422012,3.032121768937625,5,4,4,2,3,1,3,2,2
Yeast,8.0,1.0,93.0,4.0,11.625,0.5,23.25,0.375,0.625,0.0875134261371126,0.0,0.3460173841680185,1.0914569183948173,0.8788058635455746,5,1,2,2,2,3,4,3,2
Yeast,8.0,1.0,486.0,8.0,60.75,1.0,60.75,0.0671140939597315,1.0,0.1355741240841282,0.0,0.3418636504609642,1.1451940791507138,0.5375963624090442,4,1,2,3,3,3,2,1,3
Yeast,8.0,1.0,641.0,8.0,80.125,1.0,80.125,0.065989847715736,1.0,0.1355087340227866,0.0,0.3094993299519739,1.1451191972879218,0.5376555411076998,4,2,3,1,1,3,1,1,1
Yeast,8.0,1.0,1132.0,9.0,141.5,1.125,125.77777777777776,0.0467836257309941,1.0,0.12385864392109,0.0,0.275880547121464,1.1318558649835648,0.7347516099473955,4,1,2,2,2,3,2,2,1
Yeast,8.0,1.0,1271.0,9.0,158.875,1.125,141.22222222222223,0.046875,1.0,0.1319535603159557,0.0232037800745343,0.2718815447511202,1.1410553277878914,0.6292620922605036,5,4,3,3,1,4,2,4,2
